Genome	Mean	Std	Min	Max	Median	Nr_ORF	Upstream	Downstream	Upstream-Downstream	Min_Distance	pPolB	pPolB_distance	Polymerase	Pol_distance
RPPI01000046	8.0	6.87386354243376	-3.0	16.0	10.0	8	2	6	-4	2.0	N		-	
NC_028966	-2.5217391304347827	27.031172930875634	-35.0	73.0	-9.5	46	28	18	10	1.0	N		-	
JABSRW010000642	0.0	1.0	-1.0	1.0	0.0	2	1	1	0	1.0	N		-	
KP412538	-45.666666666666664	18.00617178142601	-70.0	-27.0	-40.0	3	3	0	3	27.0	N		-	
LNUB01000033	-124.09677419354838	88.00306257086872	-253.0	23.0	-136.0	62	55	7	48	2.0	N		-	
SSEM01000605	2.6	7.28285658241325	-7.0	14.0	3.0	5	2	3	-1	3.0	N		-	
JAMWCT010000154	-1.3333333333333333	1.699673171197595	-3.0	1.0	-2.0	3	2	1	1	1.0	N		-	
JAWCPQ010000087	0.5	1.5	-1.0	2.0	0.5	2	1	1	0	1.0	N		-	
NZ_NUEL01000085	8.846153846153847	7.979263064547655	-3.0	22.0	9.0	13	2	11	-9	1.0	N		-	
BK016274	5.916666666666667	5.203497755249721	-2.0	14.0	5.5	12	2	10	-8	1.0	N		-	
NZ_JARLJR010000083	55.68478260869565	75.78486847761981	-108.0	152.0	68.5	92	17	75	-58	1.0	N		-	
NZZP01000016	-0.5384615384615384	5.01713041819087	-8.0	8.0	-1.0	13	7	6	1	1.0	N		-	
LR796247	-2.032967032967033	57.961042344476986	-100.0	105.0	-8.0	91	50	41	9	1.0	N		-	
DOFH01000146	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
NC_023694	42.0	32.20869447835476	1.0	105.0	33.5	40	0	40	-40	1.0	N		-	
NC_001423	8.65	7.578093427769282	-4.0	22.0	9.5	20	4	16	-12	1.0	N		-	
NZ_PGJH01000013	-41.48	29.00912959742157	-90.0	1.0	-46.0	25	24	1	23	1.0	N		-	
RFXA01000023	-0.5384615384615384	6.617173282340483	-10.0	12.0	-2.0	13	7	6	1	2.0	N		-	
JAPLSS010000431	-5.0	2.0	-7.0	-3.0	-5.0	2	2	0	2	3.0	N		-	
NHDP01000001	-3.909090909090909	9.322061276685591	-20.0	15.0	-3.5	22	14	8	6	1.0	N		-	
BK031586	-7.0	8.07258735887489	-18.0	11.0	-6.5	12	10	2	8	1.0	N		-	
NZ_FQXV01000018	-3.0	20.165977949672232	-33.0	29.0	-5.0	15	9	6	3	3.0	N		-	
NZ_VJXW01000004	-26.580645161290324	43.20302721886615	-98.0	40.0	-31.0	31	23	8	15	2.0	N		-	
LR796245	-17.25	21.44365540533743	-50.0	31.0	-15.5	28	21	7	14	1.0	N		-	
NZ_JACHJW010000001	-743.0011273957159	1724.3384493583603	-3838.0	2310.0	-785.0	887	566	321	245	1.0	N		-	
PFVN01000008	6.5	1.5	5.0	8.0	6.5	2	0	2	-2	5.0	N		-	
MN453779	-18.205128205128204	73.34435097439584	-151.0	86.0	-17.5	78	46	32	14	1.0	N		-	
JAOGWT010000005	3.4545454545454546	3.893202382793429	-3.0	9.0	4.0	11	3	8	-5	1.0	N		-	
LR796178	105.57142857142857	69.89132477576572	-16.0	208.0	115.0	105	10	95	-85	1.0	N		-	
WTFG01000004	54.361702127659576	56.28930797982368	-34.0	155.0	41.0	47	8	39	-31	2.0	N		-	
NC_041857	-27.682926829268293	26.54351147059801	-70.0	10.0	-21.0	41	33	8	25	1.0	N		-	
NC_047825	2.5121951219512195	18.015064091083048	-22.0	56.0	1.0	41	20	21	-1	1.0	N		-	
NC_003071	-2522.6520737327187	2012.5817008135637	-6753.0	808.0	-2824.0	434	370	64	306	1.0	N		-	
JAGCBE010000540	-0.6666666666666666	6.289320754704402	-9.0	12.0	-2.0	15	9	6	3	1.0	N		-	
LR797288	-5.269230769230769	15.116363248805001	-30.0	20.0	-3.5	26	16	10	6	1.0	N		-	
CBFQ010000003	0.5	15.341935992566258	-20.0	32.0	0.5	16	8	8	0	1.0	N		-	
MF990902	8.333333333333334	4.2295258468165065	1.0	14.0	9.5	6	0	6	-6	1.0	N		-	
JAFONU010000182	2.5	1.5	1.0	4.0	2.5	2	0	2	-2	1.0	N		-	
NZ_JBIUBV010000008	-49.60526315789474	83.70359341895984	-174.0	95.0	-69.5	38	24	14	10	4.0	N		-	
DVIU01000089	1.0	1.632993161855452	-1.0	3.0	1.0	3	1	2	-1	1.0	N		-	
BK047030	-6.111111111111111	6.740333728045823	-14.0	3.0	-10.0	9	6	3	3	1.0	N		-	
NZ_BLBC01000014	-36.869565217391305	67.75550954515808	-178.0	98.0	-44.5	46	33	13	20	6.0	N		-	
NC_024451	13.166666666666666	39.00391718219537	-78.0	98.0	10.5	24	9	15	-6	1.0	N		-	
JAAZMA010000200	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
NZ_LMRY01000058	89.17567567567568	87.87727285255798	-56.0	201.0	118.0	74	21	53	-32	1.0	N		-	
ON642334	6.5	14.168627315304754	-9.0	29.0	3.0	4	2	2	0	1.0	N		-	
DLWG01000245	5.8	6.273754856543249	-6.0	15.0	4.5	10	1	9	-8	1.0	N		-	
PGYU01000010	16.9	21.27181233463665	-17.0	50.0	20.0	10	2	8	-6	1.0	N		-	
BK036097	83.85526315789474	58.640901826592085	-17.0	186.0	86.0	76	7	69	-62	1.0	N		-	
DSAK01000073	-6.666666666666667	2.494438257849294	-10.0	-4.0	-6.0	3	3	0	3	4.0	N		-	
NYWC01000112	2.2	2.1354156504062622	-1.0	5.0	2.0	5	1	4	-3	1.0	N		-	
BK029545	3.6363636363636362	4.637254816311581	-4.0	10.0	4.0	11	3	8	-5	1.0	N		-	
KR029605	-10.1	11.734138229968147	-27.0	8.0	-8.0	10	8	2	6	4.0	N		-	
NZ_CP064786	226.94877505567928	903.2311163217408	-1271.0	1822.0	180.0	449	194	255	-61	4.0	N		-	
NZ_RCYZ01000004	-93.29411764705883	106.7144428760189	-339.0	75.0	-66.5	68	55	13	42	1.0	N		-	
MW015080	-17.29032258064516	14.856721186455331	-47.0	6.0	-18.0	31	26	5	21	1.0	N		-	
MK892701	-1.9375	10.796230534311501	-22.0	15.0	-1.0	16	8	8	0	2.0	N		-	
NC_014414	882.9744897959183	749.8216246128039	-495.0	2132.0	967.5	392	67	325	-258	1.0	N		-	
NZ_LMQT01000001	-183.1358695652174	278.3850516357584	-626.0	353.0	-159.0	184	129	55	74	1.0	N		-	
JARLGB010000035	42.666666666666664	18.520859111343142	3.0	67.0	45.0	15	0	15	-15	3.0	N		-	
MK620894	-36.265306122448976	70.9135073947745	-146.0	164.0	-39.0	49	35	14	21	1.0	N		-	
JNSF01000005	66.20689655172414	45.06193386298525	-5.0	150.0	78.0	29	3	26	-23	1.0	N		-	
NC_014253	-143.57746478873239	652.2499339927699	-1285.0	956.0	-111.5	426	241	185	56	5.0	N		-	
NC_003070	4340.907749077491	3083.3544330413024	-914.0	9796.0	4494.5	542	49	493	-444	1.0	N		-	
NC_084894	-48.815384615384616	602.0307401379151	-1222.0	883.0	64.5	130	58	72	-14	2.0	N		-	
NC_020813	-641.0520547945206	752.2278582417405	-1969.0	616.0	-600.0	365	274	91	183	2.0	N		-	
LR796527	-12.142857142857142	24.434627486584755	-44.0	27.0	-20.5	28	16	12	4	1.0	N		-	
NC_049496	-30.010204081632654	58.99143744472654	-125.0	80.0	-32.5	98	70	28	42	1.0	N		-	
JAVZYH010000010	-1.5	7.5	-9.0	6.0	-1.5	2	1	1	0	6.0	N		-	
JAWWAS010000001	-57.77	51.122569379873696	-182.0	29.0	-53.5	100	85	15	70	1.0	N		-	
BK034272	7.125	4.013648589500581	2.0	14.0	6.5	8	0	8	-8	2.0	N		-	
JAMWCA010000136	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
MN855698	16.8	11.565465835840769	1.0	37.0	17.0	15	0	15	-15	1.0	N		-	
DUZC01000265	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
MN813685	-15.742857142857142	20.27150407717741	-43.0	27.0	-21.0	35	26	9	17	1.0	N		-	
NZ_FMIR01000019	-312.0485436893204	195.63585047997924	-623.0	55.0	-322.0	103	95	8	87	1.0	N		-	
JARKIC010000380	13.833333333333334	16.07707131980891	-1.0	48.0	7.5	6	1	5	-4	1.0	N		-	
NC_000117	-235.68376068376068	253.2301290985991	-632.0	229.0	-245.0	117	89	28	61	11.0	N		-	
LR797210	-38.2	31.894513634793057	-103.0	-1.0	-31.5	40	40	0	40	1.0	N		phrog_947	-20.0
KT895374	-11.785046728971963	88.62438094505943	-177.0	130.0	-2.0	107	54	53	1	1.0	N		-	
NZ_CALBFO010000045	-1.1666666666666667	2.1147629234082532	-4.0	2.0	-1.5	6	4	2	2	1.0	N		-	
NC_013697	67.33783783783784	82.7175717511469	-30.0	203.0	31.5	74	19	55	-36	1.0	N		-	
NC_013849	500.27319587628864	744.4143602839771	-801.0	1754.0	559.0	388	117	271	-154	3.0	N		-	
BK029096	7.5	2.9860788111948193	4.0	12.0	6.5	6	0	6	-6	4.0	N		-	
BK015539	9.181818181818182	5.653931565624077	-1.0	18.0	9.0	11	1	10	-9	1.0	N		-	
LR796860	-50.0	59.52893311282355	-174.0	59.0	-46.5	98	77	21	56	1.0	N		-	
OR003940	-8.545454545454545	15.936599593751806	-32.0	18.0	-9.5	22	15	7	8	3.0	N		-	
RFPH01000020	28.137931034482758	17.71561582320083	-1.0	56.0	35.0	29	1	28	-27	1.0	N		-	
MW805361	-97.01041666666667	77.81367901270994	-214.0	28.0	-116.0	96	81	15	66	1.0	N		-	
BK036925	-2.9285714285714284	6.839635388300897	-13.0	7.0	-3.5	14	8	6	2	1.0	N		-	
JALFMP010000046	4.5	4.752192476461084	-4.0	11.0	5.5	12	3	9	-6	1.0	N		-	
NC_074969	-32.54545454545455	44.021407264201144	-112.0	25.0	-24.0	11	8	3	5	2.0	N		-	
MT773557	-58.64367816091954	55.58838401182251	-144.0	65.0	-62.0	87	73	14	59	1.0	N		-	
NZ_AYXY01000019	-87.96946564885496	242.104070075335	-516.0	314.0	-80.0	131	77	54	23	1.0	N		-	
NC_028760	-3.488372093023256	15.337099105692245	-40.0	24.0	-4.0	43	25	18	7	1.0	N		-	
DASQGU010000135	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	Y	-1.0	phrog_1907	-1.0
JAKUQG010000212	1.5	0.5	1.0	2.0	1.5	2	0	2	-2	1.0	N		-	
NZRR01000013	-1.5	3.122498999199199	-6.0	3.0	-1.5	8	5	3	2	1.0	N		-	
BK014853	-1.3333333333333333	2.0548046676563256	-4.0	1.0	-1.0	3	2	1	1	1.0	N		-	
NC_013156	-597.8666666666667	447.5063208740433	-1406.0	143.0	-612.0	240	213	27	186	1.0	N		-	
JAGCBE010000368	-1.5	1.8027756377319946	-4.0	1.0	-1.5	4	3	1	2	1.0	N		-	
DRNX01000187	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
NC_038249	1436.5726141078837	1066.6825195081651	-632.0	3258.0	1470.0	241	19	222	-203	9.0	N		-	
NZ_CP033433	-546.9659239842726	1401.4792181259147	-2996.0	1766.0	-526.0	763	457	306	151	6.0	N		-	
NZ_QTJU01000008	-33.888888888888886	54.61215665326712	-138.0	50.0	-25.5	36	23	13	10	2.0	N		-	
NC_055917	7.4	5.057008338270101	-1.0	17.0	7.0	15	1	14	-13	1.0	N		-	
LR796189	26.796610169491526	71.46144620418617	-66.0	171.0	22.0	59	27	32	-5	2.0	N		-	
NZ_CP061539	532.3224932249323	1100.280184350332	-1075.0	2177.0	1081.0	369	181	188	-7	3.0	N		-	
BK039347	-7.5	2.9860788111948193	-12.0	-4.0	-6.5	6	6	0	6	4.0	N		-	
CP001848	115.36363636363636	1332.6529761063518	-2256.0	2402.0	125.5	506	236	270	-34	6.0	N		-	
MG592671	-110.91772151898734	165.10648520909064	-378.0	109.0	-82.5	158	98	60	38	1.0	N		-	
NZ_JAHSTZ010000037	-17.894736842105264	16.3639357537177	-46.0	7.0	-16.0	38	31	7	24	1.0	N		-	
NC_031935	115.64035087719299	65.82407803379925	-4.0	224.0	124.5	114	4	110	-106	1.0	N		-	
DASXUX010000095	-122.98	113.41366584323073	-314.0	51.0	-122.5	50	40	10	30	1.0	N		-	
JAGCAI010000053	4.75	6.057020719792859	-8.0	13.0	6.5	12	3	9	-6	1.0	N		-	
PAMN02000047	-6.0	0.0	-6.0	-6.0	-6.0	1	1	0	1	6.0	N		-	
WJLH01000194	7.0	0.0	7.0	7.0	7.0	1	0	1	-1	7.0	N		-	
NW_020194667	-186.15384615384616	96.38931169109998	-357.0	22.0	-213.0	13	12	1	11	22.0	N		-	
JAWBOW010000031	6.0	0.0	6.0	6.0	6.0	1	0	1	-1	6.0	N		-	
PAFV01000016	-6.444444444444445	23.371925756775948	-37.0	36.0	-5.0	9	6	3	3	1.0	N		-	
QZIJ01000144	-3.0	3.559026084010437	-6.0	2.0	-5.0	3	2	1	1	2.0	N		-	
JANWYH010000002	47.3235294117647	104.6629662544986	-129.0	232.0	43.5	68	25	43	-18	3.0	N		-	
ON615601	91.77319587628865	70.63533550387608	-4.0	230.0	74.0	97	4	93	-89	1.0	N		-	
MW366784	-12.96774193548387	12.532496780223243	-47.0	5.0	-11.0	31	26	5	21	1.0	N		-	
JABHQE010000318	0.0	1.0	-1.0	1.0	0.0	2	1	1	0	1.0	N		-	
NC_003074	1654.6341463414635	2764.864976281921	-3147.0	6289.0	1950.0	533	166	367	-201	1.0	N		-	
NZDF01000038	1.7142857142857142	2.3733211036908783	-2.0	5.0	2.0	7	2	5	-3	1.0	N		-	
NC_048023	-15.833333333333334	13.89984012697828	-45.0	4.0	-12.5	30	26	4	22	1.0	N		-	
BK038911	-6.0	4.320493798938574	-13.0	1.0	-5.5	12	11	1	10	1.0	N		-	
JAHFYR010000004	-57.05882352941177	49.269332530770924	-147.0	27.0	-45.0	17	15	2	13	10.0	N		-	
NC_042353	-9.058823529411764	17.919659228099484	-42.0	19.0	-10.0	17	10	7	3	1.0	N		-	
LR796372	-25.952380952380953	18.375646902707143	-50.0	5.0	-33.0	21	18	3	15	3.0	N		-	
MG198570	100.49549549549549	64.19675188576453	-4.0	228.0	90.0	111	4	107	-103	1.0	N		-	
NZ_RBCJ01000001	-557.4788732394367	408.6662558966541	-1251.0	154.0	-555.0	213	192	21	171	4.0	N		-	
NZ_FQXR01000005	-20.553571428571427	84.07626632215224	-144.0	138.0	-33.5	56	34	22	12	1.0	N		-	
BK054684	-12.615384615384615	15.193816867591803	-36.0	5.0	-9.0	13	9	4	5	2.0	N		-	
KY296500	-16.88888888888889	9.39792464612911	-29.0	-3.0	-14.0	9	9	0	9	3.0	N		-	
SCSM01000046	-9.0	0.0	-9.0	-9.0	-9.0	1	1	0	1	9.0	N		-	
SCTJ01000090	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1	2.0	N		-	
NC_055060	9.923076923076923	10.110630646552464	-6.0	26.0	11.0	13	2	11	-9	1.0	N		-	
NC_030904	-31.866666666666667	20.08271783289193	-62.0	3.0	-33.0	45	43	2	41	1.0	N		-	
JBAZDY010000148	4.0	0.0	4.0	4.0	4.0	1	0	1	-1	4.0	N		-	
BK039300	14.75	19.711988737821457	-13.0	54.0	9.5	32	8	24	-16	1.0	N		-	
JAUKJI010000006	-68.36263736263736	68.6847418927122	-206.0	27.0	-55.0	91	78	13	65	1.0	N		-	
NZ_VDCQ01000045	3.6666666666666665	19.44793619441976	-31.0	28.0	6.0	9	2	7	-5	1.0	N		-	
MN582104	-1.25	15.868601072558349	-23.0	20.0	3.5	16	7	9	-2	3.0	N		-	
JAFWJA010000022	7.666666666666667	5.792715732327588	-1.0	18.0	6.5	12	1	11	-10	1.0	N		-	
NZ_MXQD01000033	31.181818181818183	37.24078453869966	-22.0	97.0	35.0	11	4	7	-3	2.0	N		-	
NC_017770	-1973.4976599063962	1303.114591450062	-4216.0	163.0	-1982.0	641	607	34	573	4.0	N		-	
ON169962	-9.9375	60.41726652001065	-108.0	92.0	3.5	96	46	50	-4	1.0	N		-	
VGLZ01000001	-4.555555555555555	5.871042139387959	-14.0	3.0	-4.0	9	6	3	3	1.0	N		-	
SSET01000119	3.7142857142857144	6.540298938434056	-5.0	11.0	7.0	7	3	4	-1	2.0	N		-	
MK500328	103.66666666666667	61.58846392701225	1.0	213.0	99.0	24	0	24	-24	1.0	N		-	
DPZM01000229	-11.4	3.6110940170535573	-15.0	-5.0	-13.0	5	5	0	5	5.0	N		-	
DATHQY010000362	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1	2.0	N		-	
JAXJTP010000076	2.230769230769231	4.885675233292436	-8.0	9.0	3.0	13	4	9	-5	1.0	N		-	
BJFU01000002	-14.0	22.926760862284137	-47.0	21.0	-10.0	11	7	4	3	1.0	N		-	
NC_048684	-16.36842105263158	16.846709896862073	-43.0	11.0	-17.0	19	15	4	11	1.0	N		-	
JAAZNU010000037	43.45454545454545	32.907207379549256	3.0	114.0	30.5	22	0	22	-22	3.0	N		-	
JAVWKU010000400	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	Y	-1.0	phrog_1907	-1.0
QMSJ01000175	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
ALJD01000016	51.05555555555556	73.0045449287023	-64.0	187.0	51.0	36	11	25	-14	1.0	N		-	
MG592660	11.964285714285714	20.470330695313894	-18.0	48.0	8.5	28	10	18	-8	1.0	N		-	
JABWBX010000001	-40.724137931034484	21.698397448729803	-72.0	1.0	-46.0	29	28	1	27	1.0	N		-	
QNFV01000156	-0.5	1.5	-2.0	1.0	-0.5	2	1	1	0	1.0	N		-	
BK057331	124.02439024390245	76.75475286940107	5.0	242.0	119.0	41	0	41	-41	5.0	N		-	
NZ_JACHOB010000001	501.6467065868263	325.30544058589334	-52.0	1046.0	500.0	167	11	156	-145	1.0	N		-	
NC_048765	111.66666666666667	62.586970600028955	1.0	188.0	140.0	75	0	75	-75	1.0	N		-	
MW712735	-24.869565217391305	20.60667757501265	-50.0	12.0	-31.0	23	17	6	11	1.0	N		-	
NZ_SPVJ01000072	-0.7142857142857143	5.921251936017916	-9.0	9.0	1.0	7	3	4	-1	1.0	N		-	
NZ_JZAM01000360	36.01428571428571	79.46886054246889	-74.0	192.0	10.0	70	32	38	-6	1.0	N		-	
JAOJPH010000009	33.32	22.937689508753927	-1.0	66.0	39.0	25	1	24	-23	1.0	N		-	
MW787012	136.26190476190476	100.25848961174822	-9.0	268.0	166.0	84	6	78	-72	1.0	N		-	
LJUF01000154	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
OP076029	-3.4545454545454546	4.658591991025075	-10.0	4.0	-3.0	11	8	3	5	1.0	N		-	
NC_023587	106.22222222222223	61.061040093368455	-2.0	217.0	109.5	108	2	106	-104	1.0	N		-	
KT997818	7.0	13.038404810405298	-18.0	24.0	8.0	9	3	6	-3	1.0	N		-	
MN855777	0.7083333333333334	11.738395569904585	-18.0	27.0	0.0	24	12	12	0	1.0	N		-	
NC_025429	-0.6781609195402298	63.54516798017987	-124.0	113.0	-7.0	87	48	39	9	1.0	N		-	
DMHR01001323	-0.25	2.384848003542364	-3.0	3.0	-0.5	4	2	2	0	1.0	N		-	
JASGUH010000008	-16.77777777777778	7.435317788587382	-27.0	-3.0	-17.0	9	9	0	9	3.0	N		-	
NC_034188	-172.51351351351352	477.5333366951702	-1027.0	826.0	-80.0	37	22	15	7	49.0	N		-	
JAVXLF010000001	67.87387387387388	140.74570494892436	-135.0	332.0	31.0	111	43	68	-25	1.0	N		-	
MH617458	-2.875	9.373333185158842	-13.0	13.0	-4.5	8	6	2	4	2.0	N		-	
NZ_NVES01000051	9.533333333333333	8.70912675811352	-3.0	25.0	8.0	15	2	13	-11	1.0	N		-	
NZ_VUMT01000002	43.411764705882355	53.396840793156805	-51.0	139.0	51.0	51	13	38	-25	2.0	N		-	
BK032531	-3.6	5.868560300448483	-12.0	5.0	-4.5	10	7	3	4	1.0	N		-	
NZ_RBAH01000028	9.5	27.244265451650556	-44.0	51.0	14.5	14	6	8	-2	1.0	N		-	
WNKQ01000010	-6.166666666666667	149.02246288544706	-206.0	259.0	1.5	18	9	9	0	14.0	N		-	
NW_025764309	-12.466666666666667	172.70644329484514	-335.0	229.0	41.5	30	14	16	-2	5.0	N		-	
DASRMM010000001	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	Y	1.0	phrog_1907	1.0
QNYH01000148	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
NZ_QUDJ01000004	-88.4090909090909	44.21605949601765	-165.0	-16.0	-88.5	22	22	0	22	16.0	N		-	
NHJZ01000021	-3.0	1.0	-4.0	-2.0	-3.0	2	2	0	2	2.0	N		-	
NZ_CP008743	-11.222222222222221	513.8332058284058	-860.0	888.0	-34.0	297	156	141	15	8.0	N		-	
JBHLSK010000001	-615.4569789674953	1007.3604679527248	-2188.0	1171.0	-610.0	523	358	165	193	7.0	N		-	
LR796257	-28.866666666666667	20.83703967031359	-60.0	5.0	-32.0	30	27	3	24	3.0	N		-	
NZ_CATZKA010000003	3.5	10.468205831628136	-11.0	18.0	5.5	6	2	4	-2	5.0	N		-	
PBYU01000030	-0.7142857142857143	3.010186786529354	-5.0	4.0	-1.0	7	4	3	1	1.0	N		-	
NC_000922	-208.41322314049586	280.43960972227444	-686.0	322.0	-203.0	121	87	34	53	12.0	N		-	
NZ_LOKZ01000023	-15.442307692307692	98.1075574328695	-184.0	144.0	-25.5	52	28	24	4	7.0	N		-	
VXOI01000011	22.555555555555557	12.676409508401475	-2.0	40.0	23.0	9	1	8	-7	2.0	N		-	
JBAZJG010000015	8.24	18.441865415407413	-23.0	36.0	9.0	25	8	17	-9	1.0	N		-	
JAWCMB010000011	0.0	12.231107881136523	-13.0	20.0	-3.0	5	3	2	1	3.0	N		-	
RFYX01000195	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
ADAD01000082	-14.636363636363637	10.687909288475351	-30.0	3.0	-13.0	11	10	1	9	1.0	N		-	
NC_077067	467.76190476190476	398.69468922399693	-198.0	1217.0	476.5	168	26	142	-116	2.0	N		-	
MH825712	-34.77777777777778	33.79495177437155	-93.0	13.0	-28.0	27	23	4	19	3.0	N		-	
SSEM01000350	1.0	1.632993161855452	-1.0	3.0	1.0	3	1	2	-1	1.0	N		-	
BCNO01000002	-198.54545454545453	126.55818901442754	-398.0	13.0	-184.0	88	85	3	82	1.0	N		-	
MG592422	-0.5675675675675675	23.260615757856108	-52.0	36.0	-3.0	37	20	17	3	1.0	N		-	
NC_049428	71.80392156862744	56.48425760484348	-46.0	171.0	72.5	102	11	91	-80	1.0	N		-	
NZ_LEEA01000022	71.71951219512195	78.02052175162758	-42.0	251.0	46.5	82	11	71	-60	1.0	N		-	
NC_015585	-13.161290322580646	13.092959876783691	-47.0	7.0	-11.0	31	26	5	21	1.0	N		phrog_9556	-25.0
BK019131	-4.363636363636363	5.26174404672283	-13.0	3.0	-4.0	11	8	3	5	1.0	N		-	
MGZY01000022	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
NC_050098	84.85365853658537	543.362433999386	-898.0	872.0	86.5	82	39	43	-4	1.0	N		-	
NC_001876	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	Y	-1.0	phrog_1907	-1.0
NC_019452	-66.23232323232324	53.80902036257832	-166.0	36.0	-64.0	99	89	10	79	1.0	N		-	
BK051214	-4.666666666666667	4.089281382128433	-11.0	2.0	-4.5	12	10	2	8	1.0	N		-	
MN856096	16.105263157894736	24.37620655441243	-37.0	47.0	21.0	19	5	14	-9	1.0	N		-	
JAMWBK010000003	-210.85365853658536	272.21871237052	-677.0	283.0	-223.5	82	57	25	32	6.0	N		-	
NZ_JBFTBT010000013	-31.177777777777777	22.455178951155013	-84.0	-1.0	-27.0	45	45	0	45	1.0	N		-	
JAFWCC010000082	-1.3076923076923077	4.614102385990408	-8.0	7.0	-2.0	13	8	5	3	1.0	N		-	
JAOGXC010000005	-3.761904761904762	9.476310121283454	-18.0	13.0	-6.0	21	13	8	5	1.0	N		-	
LR796327	14.473684210526315	15.915462263414524	-7.0	39.0	11.0	19	5	14	-9	1.0	N		-	
NZ_CAJPDG010000001	3.0240963855421685	117.94535960816408	-244.0	215.0	20.0	83	30	53	-23	2.0	N		-	
BK015897	6.0	5.656854249492381	-3.0	15.0	6.5	14	3	11	-8	1.0	N		-	
JABWBO010000061	12.0	1.0	11.0	13.0	12.0	2	0	2	-2	11.0	N		-	
BK014964	-2.272727272727273	7.349593793239177	-16.0	9.0	-1.0	11	6	5	1	1.0	N		-	
LR796401	29.821428571428573	15.132872382023587	5.0	54.0	32.0	28	0	28	-28	5.0	N		-	
LC629459	79.16	71.8813911941053	-80.0	206.0	88.0	125	22	103	-81	1.0	N		-	
NW_024468025	18.333333333333332	7.760297817881877	9.0	28.0	18.0	3	0	3	-3	9.0	N		-	
DRHV01000214	-1.1666666666666667	3.435921354681384	-6.0	3.0	-0.5	6	3	3	0	1.0	N		-	
JAHAAJ010000056	5.25	4.566636252940086	-2.0	12.0	5.0	12	2	10	-8	1.0	N		-	
NZ_VJZT01000006	-55.935483870967744	48.784539779935024	-143.0	11.0	-36.0	31	26	5	21	1.0	N		-	
MK813942	-2.1666666666666665	17.591822595235044	-30.0	28.0	-2.5	30	16	14	2	1.0	N		-	
MFXB01000013	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1	2.0	N		-	
JACNFV010000031	-5.0	0.0	-5.0	-5.0	-5.0	1	1	0	1	5.0	N		-	
NZ_JAHNZO010000006	-59.08860759493671	100.63232863456773	-265.0	88.0	-40.0	79	50	29	21	2.0	N		-	
NC_027204	54.27642276422764	107.84084183504498	-116.0	260.0	28.0	123	50	73	-23	1.0	N		-	
NZ_CP021490	-350.2443729903537	508.5531947175284	-1236.0	567.0	-296.0	311	224	87	137	1.0	N		-	
MG592599	18.42105263157895	12.5878629492384	-4.0	40.0	21.0	19	1	18	-17	1.0	N		-	
NZ_JACHWI010000004	-70.7888198757764	297.082865030753	-600.0	421.0	-31.0	161	89	72	17	2.0	N		-	
JACASV010000094	-0.6666666666666666	1.247219128924647	-2.0	1.0	-1.0	3	2	1	1	1.0	N		-	
JAKUQG010000222	-0.6666666666666666	1.247219128924647	-2.0	1.0	-1.0	3	2	1	1	1.0	N		-	
BK051570	-6.083333333333333	5.6782968886414835	-14.0	4.0	-7.5	12	10	2	8	1.0	N		-	
JAGWLI010000132	9.5	6.855654600401044	-1.0	19.0	9.5	8	1	7	-6	1.0	N		-	
NC_049502	80.48979591836735	53.75705836862865	-6.0	193.0	82.0	98	4	94	-90	1.0	N		-	
LC629474	-105.24603174603175	68.97396409043196	-260.0	39.0	-114.5	126	116	10	106	1.0	N		-	
MK892636	-15.0	12.090567322579126	-30.0	7.0	-21.0	11	9	2	7	1.0	N		-	
MW589261	33.45762711864407	43.39660302018429	-35.0	95.0	36.0	59	18	41	-23	12.0	N		-	
DULK01000020	15.0	0.0	15.0	15.0	15.0	1	0	1	-1	15.0	N		-	
NC_073477	6.777777777777778	5.370242654930921	-1.0	18.0	6.0	9	1	8	-7	1.0	N		-	
MK892645	-5.8	13.544740676735012	-30.0	15.0	-4.5	20	13	7	6	1.0	N		-	
DNBZ01000268	-2.3333333333333335	4.4969125210773475	-6.0	4.0	-5.0	3	2	1	1	4.0	N		-	
NZ_CP083093	-9.333333333333334	8.607490278175682	-25.0	3.0	-7.0	15	13	2	11	1.0	N		-	
