seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NC_041881.1	60647	No terminal repeats	NA	82	11	0.9997	0.0003	16	72.3299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
KJ019146.1	31656	No terminal repeats	NA	33	11	0.9997	0.0003	5	39.2135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
LC629467.1	60476	No terminal repeats	NA	108	11	0.9997	0.0003	4	108.6594	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
NC_020849.1	37308	No terminal repeats	NA	30	11	0.9997	0.0003	4	37.5667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
MK892725.1	56719	No terminal repeats	NA	64	11	0.9997	0.0003	3	78.0375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Magrovirales;Aoguangviridae
BK038159.1	15565	No terminal repeats	NA	21	11	0.9997	0.0003	6	26.9305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048174.1	43630	DTR	NA	56	11	0.9997	0.0003	7	71.3422	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
ABJPJW010000008.1	48469	No terminal repeats	NA	47	11	0.9997	0.0003	13	71.8948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
LR796508.1	31655	No terminal repeats	NA	56	11	0.9997	0.0003	7	64.1973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_049415.1	30690	No terminal repeats	NA	50	11	0.9997	0.0003	11	78.3541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_047832.1	37287	DTR	NA	40	11	0.9997	0.0003	18	47.3177	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
LC629461.1	60485	No terminal repeats	NA	107	11	0.9997	0.0003	9	121.3040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
QMPN01000228.1	5086	No terminal repeats	NA	7	11	0.9997	0.0003	0	8.1428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
MZ577095.1	60593	No terminal repeats	NA	100	11	0.9997	0.0003	13	142.1701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR797828.1	38302	No terminal repeats	NA	42	11	0.9997	0.0003	5	59.7873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_047901.1	62306	No terminal repeats	NA	69	11	0.9997	0.0003	13	107.8237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
PAUJ01000027.1	41865	No terminal repeats	NA	46	11	0.9997	0.0003	6	73.8081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MW590223.1	46217	No terminal repeats	NA	54	11	0.9997	0.0003	4	27.5422	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_021248.1	61028	No terminal repeats	NA	71	11	0.9997	0.0003	8	64.6803	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae
NC_023556.1	38494	No terminal repeats	NA	34	11	0.9997	0.0003	4	42.6328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
NC_041857.1	43665	No terminal repeats	NA	77	11	0.9997	0.0003	16	120.2701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK016664.1	44116	No terminal repeats	NA	67	11	0.9997	0.0003	10	82.0203	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
NC_070869.1	38173	No terminal repeats	NA	31	11	0.9997	0.0003	3	45.0796	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
NC_030923.1	45417	No terminal repeats	NA	57	11	0.9997	0.0003	6	57.1325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
LC629459.1	60254	No terminal repeats	NA	108	11	0.9997	0.0003	6	86.1697	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
LR796401.1	33826	No terminal repeats	NA	52	11	0.9997	0.0003	11	56.7245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK038911.1	14825	No terminal repeats	NA	17	11	0.9997	0.0003	3	18.5745	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796423.1	60611	No terminal repeats	NA	64	11	0.9997	0.0003	8	61.4680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK016274.1	16875	ITR	NA	23	11	0.9997	0.0003	5	21.5901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796291.1	31143	No terminal repeats	NA	56	11	0.9997	0.0003	9	47.1229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_049469.1	45688	No terminal repeats	NA	41	11	0.9997	0.0003	4	37.1533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
NC_015585.1	43032	No terminal repeats	NA	57	11	0.9997	0.0003	6	68.0239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
JAYNMV010000157.1	2714	No terminal repeats	NA	5	11	0.9997	0.0003	2	8.0737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
NC_019454.1	44546	No terminal repeats	NA	56	11	0.9997	0.0003	7	61.1435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
LR796302.1	45937	No terminal repeats	NA	63	11	0.9997	0.0003	6	71.3288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MG592660.1	48275	No terminal repeats	NA	76	11	0.9997	0.0003	7	54.6922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Zobellviridae
LR798243.1	60899	No terminal repeats	NA	80	11	0.9997	0.0003	3	67.7976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MF497422.1	43573	No terminal repeats	NA	58	11	0.9997	0.0003	5	40.5784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NYUN01000042.1	9423	No terminal repeats	NA	8	11	0.9997	0.0003	0	7.9062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796710.1	32535	No terminal repeats	NA	54	11	0.9997	0.0003	11	58.2183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JBEAXF010000266.1	3277	No terminal repeats	NA	6	11	0.9997	0.0003	2	9.7919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
MH153812.1	61889	No terminal repeats	NA	91	11	0.9997	0.0003	6	68.3938	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LC629500.1	48474	No terminal repeats	NA	90	11	0.9997	0.0003	16	92.5450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_021806.1	53619	No terminal repeats	NA	51	11	0.9997	0.0003	7	41.0142	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
MK892641.1	42558	No terminal repeats	NA	49	11	0.9997	0.0003	5	42.3507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796861.1	60602	No terminal repeats	NA	87	11	0.9997	0.0003	13	86.9250	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_023856.1	62126	No terminal repeats	NA	63	11	0.9997	0.0003	15	94.6041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
NC_019452.1	61424	No terminal repeats	NA	67	11	0.9997	0.0003	18	99.4615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
NZ_RMVE01000006.1	60470	No terminal repeats	NA	76	11	0.9997	0.0003	6	118.9177	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
MT104467.1	44816	No terminal repeats	NA	55	11	0.9997	0.0003	12	66.7655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
PAYU01000046.1	42585	No terminal repeats	NA	44	11	0.9997	0.0003	20	55.4436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
MN585972.1	60191	No terminal repeats	NA	96	11	0.9997	0.0003	11	128.5037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK105819.1	39158	No terminal repeats	NA	65	11	0.9997	0.0003	12	76.6066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MH719082.1	51845	No terminal repeats	NA	72	11	0.9997	0.0003	12	44.1413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_047866.1	42167	No terminal repeats	NA	47	11	0.9997	0.0003	10	63.6412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
LR797288.1	37329	No terminal repeats	NA	60	11	0.9997	0.0003	8	74.4382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MW015080.1	45017	DTR	NA	49	11	0.9997	0.0003	5	68.2831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
MG592456.1	57628	No terminal repeats	NA	57	11	0.9997	0.0003	15	74.2290	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
NC_023587.1	32648	No terminal repeats	NA	27	11	0.9997	0.0003	5	43.8614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
NC_070967.1	60704	No terminal repeats	NA	72	11	0.9997	0.0003	1	30.9446	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_041887.1	60770	No terminal repeats	NA	94	11	0.9997	0.0003	6	65.0056	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAUKJI010000006.1	56647	No terminal repeats	NA	64	11	0.9997	0.0003	11	91.0275	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
HQ633061.1	60488	No terminal repeats	NA	81	11	0.9997	0.0003	10	114.0613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
NZ_JACBXL010000020.1|provirus_27_20435	20409	Provirus	27-20435	24	11	0.9997	0.0003	3	30.0203	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK892746.1	21999	No terminal repeats	NA	19	11	0.9997	0.0003	4	23.4369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK875791.1	47197	No terminal repeats	NA	70	11	0.9997	0.0003	7	73.1718	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_042087.1	50971	No terminal repeats	NA	64	11	0.9997	0.0003	6	56.8253	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Zierdtviridae
MT499896.1	61961	No terminal repeats	NA	69	11	0.9997	0.0003	17	103.2192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
JAFWJA010000010.1	16002	ITR	NA	24	11	0.9997	0.0003	4	22.1660	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_028966.1	61196	No terminal repeats	NA	86	11	0.9997	0.0003	5	89.9212	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796364.1	41764	No terminal repeats	NA	54	11	0.9997	0.0003	10	63.8058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
NC_009990.1	37313	No terminal repeats	NA	42	11	0.9997	0.0003	8	58.6386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MT259468.1	41082	No terminal repeats	NA	50	11	0.9997	0.0003	7	49.0011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
BK027879.1	14294	ITR	NA	19	11	0.9997	0.0003	5	17.8860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK892833.1	31784	No terminal repeats	NA	47	11	0.9997	0.0003	7	66.5664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JABJEH010000061.1	7087	No terminal repeats	NA	11	11	0.9997	0.0003	5	14.9468	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048650.1	35221	No terminal repeats	NA	50	11	0.9997	0.0003	5	38.8916	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZAB01000076.1	13297	No terminal repeats	NA	14	11	0.9997	0.0003	6	21.1443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RGCK01000002.1	41910	No terminal repeats	NA	38	11	0.9997	0.0003	10	45.4767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MW001214.1	62090	No terminal repeats	NA	69	11	0.9997	0.0003	8	82.0931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Herelleviridae
OM982621.1	60611	No terminal repeats	NA	73	11	0.9997	0.0003	22	84.0526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
MG757155.1	42410	No terminal repeats	NA	37	11	0.9997	0.0003	7	53.9986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK017887.1	36513	No terminal repeats	NA	42	11	0.9997	0.0003	4	48.9112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796815.1	48485	No terminal repeats	NA	65	11	0.9997	0.0003	14	80.4062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZTQ01000021.1	13285	No terminal repeats	NA	21	11	0.9997	0.0003	5	28.3007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_025429.1	60629	No terminal repeats	NA	90	11	0.9997	0.0003	14	92.5396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Pootjesviridae
JAAXKO010000157.1	4871	No terminal repeats	NA	6	11	0.9997	0.0003	3	10.0622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Salasmaviridae
JAOMZF010000002.1	61595	No terminal repeats	NA	75	11	0.9997	0.0003	6	102.8628	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK892849.1	36817	No terminal repeats	NA	70	11	0.9997	0.0003	4	72.9937	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAKUQG010000222.1	2358	No terminal repeats	NA	5	11	0.9997	0.0003	3	6.3554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_FNDI01000021.1|provirus_23_36563	36541	Provirus	23-36563	51	11	0.9997	0.0003	7	43.8140	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ABBGAK010000009.1	44375	No terminal repeats	NA	47	11	0.9997	0.0003	5	69.9054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
PARD01000025.1	60569	No terminal repeats	NA	58	11	0.9997	0.0003	14	86.9626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGCAQ010000165.1	16405	ITR	NA	21	11	0.9997	0.0003	3	20.5147	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
KT997852.1	40360	No terminal repeats	NA	57	11	0.9997	0.0003	7	35.9469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_SBHT01000016.1	8244	No terminal repeats	NA	11	11	0.9997	0.0003	1	13.7968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RFSS01001037.1	1200	No terminal repeats	NA	3	11	0.9997	0.0003	1	4.6371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
ON169962.1	63041	No terminal repeats	NA	66	11	0.9997	0.0003	15	102.7165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
MF498773.1	60998	No terminal repeats	NA	74	11	0.9997	0.0003	20	95.6373	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
LR796571.1	37011	No terminal repeats	NA	51	11	0.9997	0.0003	5	54.8765	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JALNYV010000002.1	60635	No terminal repeats	NA	69	11	0.9997	0.0003	15	69.9134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JACNHO010000029.1	40878	No terminal repeats	NA	38	11	0.9997	0.0003	14	54.1465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR798196.1	42377	No terminal repeats	NA	56	11	0.9997	0.0003	8	59.2732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK962753.1	60827	No terminal repeats	NA	99	11	0.9997	0.0003	25	104.8563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
MK892661.1	44825	No terminal repeats	NA	68	11	0.9997	0.0003	14	84.6516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR797107.1	39920	No terminal repeats	NA	57	11	0.9997	0.0003	6	31.3098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK892671.1	48729	No terminal repeats	NA	72	11	0.9997	0.0003	16	82.5352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_019423.1	33751	No terminal repeats	NA	61	11	0.9997	0.0003	1	79.3281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
BK018356.1	17079	ITR	NA	22	11	0.9997	0.0003	3	21.8357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAOGPQ010000008.1	24400	No terminal repeats	NA	27	11	0.9997	0.0003	10	38.0711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_001423.1	19366	No terminal repeats	NA	25	11	0.9997	0.0003	8	30.1613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_028659.1	61961	No terminal repeats	NA	85	11	0.9997	0.0003	10	120.8373	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048797.1	52411	No terminal repeats	NA	111	11	0.9997	0.0003	1	79.9171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Herelleviridae
RGWU01000230.1	4713	No terminal repeats	NA	5	11	0.9997	0.0003	3	6.3554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_NZGW01000060.1	57352	No terminal repeats	NA	62	11	0.9997	0.0003	16	92.5875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NHMG01000004.1	42119	No terminal repeats	NA	70	11	0.9997	0.0003	12	83.7661	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_023694.1	31739	No terminal repeats	NA	37	11	0.9997	0.0003	6	52.1184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_069155.1	39799	DTR	NA	62	11	0.9997	0.0003	12	71.9555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_FNTV01000001.1|provirus_1_35068	35068	Provirus	1-35068	56	11	0.9997	0.0003	10	47.7919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_047847.1	48262	DTR	NA	76	11	0.9997	0.0003	17	105.5069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae
BK040195.1	18882	No terminal repeats	NA	25	11	0.9997	0.0003	3	16.8562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN855777.1	39362	DTR	NA	54	11	0.9997	0.0003	8	45.9849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_073210.1	40731	No terminal repeats	NA	58	11	0.9997	0.0003	10	82.9788	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796211.1	36075	No terminal repeats	NA	51	11	0.9997	0.0003	12	51.1858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
DUHL01000141.1	7265	No terminal repeats	NA	15	11	0.9997	0.0003	0	13.5913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NVVV01000063.1	50206	No terminal repeats	NA	55	11	0.9997	0.0003	13	63.9106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796556.1	35136	No terminal repeats	NA	57	11	0.9997	0.0003	6	69.5800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAEPCM010000016.1	60560	No terminal repeats	NA	91	11	0.9997	0.0003	11	69.4430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_SNVX01000001.1|provirus_30001_61885	31885	Provirus	30001-61885	43	11	0.9997	0.0003	12	50.7121	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_049472.1	62315	No terminal repeats	NA	71	11	0.9997	0.0003	15	102.2195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
NC_004165.1	18630	No terminal repeats	NA	23	11	0.9997	0.0003	8	28.4453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAHIYA010000508.1	53979	DTR	NA	87	11	0.9997	0.0003	15	89.4058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_070861.1	62162	No terminal repeats	NA	61	11	0.9997	0.0003	4	74.9843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
NC_049455.1	62894	No terminal repeats	NA	72	11	0.9997	0.0003	11	106.0046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
MK892838.1	33392	No terminal repeats	NA	50	11	0.9997	0.0003	4	64.1800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK022672.1	60797	No terminal repeats	NA	76	11	0.9997	0.0003	4	48.8832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR797105.1	37613	No terminal repeats	NA	46	11	0.9997	0.0003	3	25.5164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK032531.1	15613	No terminal repeats	NA	18	11	0.9997	0.0003	3	25.6245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PBBF01000039.1	16819	No terminal repeats	NA	10	11	0.9997	0.0003	4	10.2341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZYI01000018.1	16527	No terminal repeats	NA	26	11	0.9997	0.0003	5	33.1532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR797523.1	55957	No terminal repeats	NA	70	11	0.9997	0.0003	11	77.8196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFPFX010000006.1	13539	ITR	NA	17	11	0.9997	0.0003	5	16.9585	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_016161.1	38013	No terminal repeats	NA	58	11	0.9997	0.0003	8	56.9199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_042047.1	61898	No terminal repeats	NA	68	11	0.9997	0.0003	14	99.2620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
NC_049502.1	46029	No terminal repeats	NA	47	11	0.9997	0.0003	13	70.0570	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
NC_055773.1	58474	No terminal repeats	NA	82	11	0.9997	0.0003	7	120.5828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MT354570.1	41714	No terminal repeats	NA	50	11	0.9997	0.0003	7	45.4122	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
NC_049428.1	62246	No terminal repeats	NA	67	11	0.9997	0.0003	14	99.9632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
NC_049496.1	62288	No terminal repeats	NA	67	11	0.9997	0.0003	17	100.2550	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
DOTW01000308.1	7846	No terminal repeats	NA	15	11	0.9997	0.0003	1	19.4516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_MWPR01000057.1	26001	No terminal repeats	NA	33	11	0.9997	0.0003	11	46.4754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796208.1	34332	No terminal repeats	NA	35	11	0.9997	0.0003	9	40.8258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048190.1	44866	No terminal repeats	NA	73	11	0.9997	0.0003	12	61.7934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK058170.1	13719	No terminal repeats	NA	20	11	0.9997	0.0003	3	16.7775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK027990.1	16074	No terminal repeats	NA	20	11	0.9997	0.0003	5	19.2011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MZ333131.1	49573	No terminal repeats	NA	85	11	0.9997	0.0003	3	65.0735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Zobellviridae
