Unnamed: 0,Hit,%I,aln_hit,E-value,Bit-Score,len(Qry),len(aln),%aln,Database,Method,TP
231,WP_060812158.1,20.377,265.0,4.92e-30,124.0,266,253.0,0.9511278195488722,nr,PSI-BLAST,phi29
232,YP_009198013.1,32.759,232.0,5.21e-30,122.0,266,228.0,0.8571428571428571,nr,PSI-BLAST,phi29
233,YP_009910369.1,25.676,296.0,1.7200000000000001e-29,123.0,266,254.0,0.9548872180451128,nr,PSI-BLAST,phi29
234,DAQ53464.1,14.741,251.0,4.01e-29,121.0,266,247.0,0.9285714285714286,nr,PSI-BLAST,phi29
235,UWG85459.1,14.644,239.0,4.0200000000000003e-29,120.0,266,233.0,0.8759398496240601,nr,PSI-BLAST,phi29
236,MBQ8426182.1,16.078,255.0,7.880000000000001e-29,122.0,266,253.0,0.9511278195488722,nr,PSI-BLAST,phi29
237,MBQ8426182.1,25.0,120.0,1.51e-12,78.1,266,116.0,0.4360902255639097,nr,PSI-BLAST,phi29
238,DAF80527.1,19.691,259.0,8.81e-29,122.0,266,243.0,0.9135338345864662,nr,PSI-BLAST,phi29
239,MDD4439122.1,19.737,228.0,1.1000000000000002e-28,119.0,266,219.0,0.8233082706766918,nr,PSI-BLAST,phi29
240,MBO5810611.1,19.277,249.0,1.11e-28,120.0,266,234.0,0.8796992481203008,nr,PSI-BLAST,phi29
241,YP_009910606.1,27.0,200.0,1.83e-28,118.0,266,198.0,0.7443609022556391,nr,PSI-BLAST,phi29
242,HBH6004542.1,21.635,208.0,3.44e-28,118.0,266,207.0,0.7781954887218046,nr,PSI-BLAST,phi29
243,UWI36984.1,15.538,251.0,3.55e-28,118.0,266,249.0,0.9360902255639098,nr,PSI-BLAST,phi29
244,QWT50655.1,26.351,296.0,5.72e-28,119.0,266,254.0,0.9548872180451128,nr,PSI-BLAST,phi29
245,YP_009910223.1,23.973,292.0,9.91e-28,118.0,266,254.0,0.9548872180451128,nr,PSI-BLAST,phi29
246,DAE96383.1,19.2,250.0,9.91e-28,117.0,266,241.0,0.9060150375939848,nr,PSI-BLAST,phi29
247,YP_009279582.1,23.469,294.0,1.01e-27,118.0,266,256.0,0.962406015037594,nr,PSI-BLAST,phi29
248,DAP12941.1,20.816,245.0,3.13e-27,115.0,266,241.0,0.9060150375939848,nr,PSI-BLAST,phi29
249,DAF70395.1,20.543,258.0,4.7e-27,115.0,266,253.0,0.9511278195488722,nr,PSI-BLAST,phi29
250,DAH41475.1,15.354,254.0,1.09e-26,114.0,266,248.0,0.9323308270676692,nr,PSI-BLAST,phi29
251,MBO7241797.1,15.686,255.0,1.19e-26,116.0,266,250.0,0.9398496240601504,nr,PSI-BLAST,phi29
252,MBO7241797.1,16.402,189.0,7.92e-09,67.4,266,185.0,0.6954887218045113,nr,PSI-BLAST,phi29
253,HFP6872704.1,19.753,243.0,1.39e-26,114.0,266,231.0,0.868421052631579,nr,PSI-BLAST,phi29
254,DAU73763.1,20.588,238.0,1.5500000000000002e-26,114.0,266,232.0,0.8721804511278195,nr,PSI-BLAST,phi29
255,DAG56056.1,14.815,243.0,2.86e-26,114.0,266,237.0,0.8909774436090225,nr,PSI-BLAST,phi29
256,UVY25578.1,19.753,243.0,4.61e-26,113.0,266,239.0,0.8984962406015038,nr,PSI-BLAST,phi29
257,DAV45373.1,13.41,261.0,4.9000000000000005e-26,112.0,266,249.0,0.9360902255639098,nr,PSI-BLAST,phi29
258,WP_303185933.1,12.355,259.0,7.95e-26,112.0,266,247.0,0.9285714285714286,nr,PSI-BLAST,phi29
259,YP_010113748.1,23.208,293.0,9.68e-26,113.0,266,254.0,0.9548872180451128,nr,PSI-BLAST,phi29
260,HBM70167.1,16.81,232.0,9.72e-26,111.0,266,226.0,0.849624060150376,nr,PSI-BLAST,phi29
261,USL89528.1,21.959,296.0,1.39e-25,113.0,266,256.0,0.962406015037594,nr,PSI-BLAST,phi29
262,DAH23828.1,17.424,264.0,4.02e-25,112.0,266,246.0,0.924812030075188,nr,PSI-BLAST,phi29
263,YP_008060104.1,22.517,302.0,5.9e-25,111.0,266,261.0,0.981203007518797,nr,PSI-BLAST,phi29
264,DAG82535.1,13.636,242.0,8.61e-25,109.0,266,238.0,0.8947368421052632,nr,PSI-BLAST,phi29
265,MBP5362725.1,15.918,245.0,1.62e-24,110.0,266,238.0,0.8947368421052632,nr,PSI-BLAST,phi29
266,DAE89209.1,15.0,260.0,3.58e-24,107.0,266,254.0,0.9548872180451128,nr,PSI-BLAST,phi29
267,DAO82390.1,15.663,249.0,4.59e-24,107.0,266,245.0,0.9210526315789472,nr,PSI-BLAST,phi29
268,AZV00069.1,24.632,272.0,1.24e-23,107.0,266,230.0,0.8646616541353384,nr,PSI-BLAST,phi29
269,MBR2651934.1,13.043,253.0,1.28e-23,106.0,266,250.0,0.9398496240601504,nr,PSI-BLAST,phi29
270,WP_102981911.1,20.339,295.0,3.18e-23,107.0,266,256.0,0.962406015037594,nr,PSI-BLAST,phi29
271,DAT57027.1,20.312,256.0,3.58e-23,107.0,266,249.0,0.9360902255639098,nr,PSI-BLAST,phi29
272,DAX12073.1,14.768,237.0,3.95e-23,104.0,266,233.0,0.8759398496240601,nr,PSI-BLAST,phi29
273,YP_009910463.1,21.0,300.0,4.86e-23,106.0,266,261.0,0.981203007518797,nr,PSI-BLAST,phi29
274,DAH77864.1,18.217,258.0,5.179999999999999e-23,105.0,266,252.0,0.9473684210526316,nr,PSI-BLAST,phi29
275,DAP04502.1,16.406,256.0,1.33e-22,104.0,266,244.0,0.9172932330827068,nr,PSI-BLAST,phi29
276,DAF83813.1,13.462,260.0,1.69e-22,103.0,266,256.0,0.962406015037594,nr,PSI-BLAST,phi29
277,DAT89030.1,12.253,253.0,2.99e-22,102.0,266,247.0,0.9285714285714286,nr,PSI-BLAST,phi29
278,DAL87764.1,21.6,250.0,1.3300000000000001e-21,101.0,266,242.0,0.9097744360902256,nr,PSI-BLAST,phi29
279,UWD67627.1,17.46,252.0,1.3400000000000002e-21,100.0,266,248.0,0.9323308270676692,nr,PSI-BLAST,phi29
280,DAW97722.1,12.205,254.0,1.35e-21,101.0,266,248.0,0.9323308270676692,nr,PSI-BLAST,phi29
281,UWI02241.1,12.617,214.0,1.8400000000000002e-21,100.0,266,212.0,0.7969924812030075,nr,PSI-BLAST,phi29
282,MBP5699329.1,16.667,174.0,1.9900000000000003e-21,98.9,266,174.0,0.6541353383458647,nr,PSI-BLAST,phi29
283,DAX09221.1,18.008,261.0,2.4900000000000004e-21,100.0,266,254.0,0.9548872180451128,nr,PSI-BLAST,phi29
284,HSW76036.1,29.114,237.0,5.430000000000001e-21,100.0,266,236.0,0.8872180451127819,nr,PSI-BLAST,phi29
285,MDY5645606.1,15.041,246.0,6.22e-21,100.0,266,239.0,0.8984962406015038,nr,PSI-BLAST,phi29
286,MBO7308554.1,15.589,263.0,1.48e-20,98.9,266,258.0,0.9699248120300752,nr,PSI-BLAST,phi29
287,WP_302540756.1,16.735,245.0,1.98e-20,98.9,266,238.0,0.8947368421052632,nr,PSI-BLAST,phi29
288,UVY61845.1,11.896,269.0,3.99e-20,97.4,266,253.0,0.9511278195488722,nr,PSI-BLAST,phi29
289,UVY45549.1,15.73,267.0,6.66e-20,97.4,266,258.0,0.9699248120300752,nr,PSI-BLAST,phi29
290,MEE0930468.1,14.365,181.0,9.13e-20,96.2,266,181.0,0.6804511278195489,nr,PSI-BLAST,phi29
291,DAF56532.1,14.829,263.0,2.42e-19,95.9,266,254.0,0.9548872180451128,nr,PSI-BLAST,phi29
292,DAG06551.1,14.844,256.0,3.22e-19,95.5,266,244.0,0.9172932330827068,nr,PSI-BLAST,phi29
293,MBO7712828.1,18.584,226.0,4.13e-19,95.1,266,219.0,0.8233082706766918,nr,PSI-BLAST,phi29
294,WP_237502400.1,20.732,164.0,6.22e-19,92.0,266,163.0,0.6127819548872181,nr,PSI-BLAST,phi29
295,DAX14221.1,19.679,249.0,9.03e-19,93.6,266,247.0,0.9285714285714286,nr,PSI-BLAST,phi29
296,DAP52549.1,21.2,250.0,1.21e-18,93.6,266,245.0,0.9210526315789472,nr,PSI-BLAST,phi29
297,DAW98648.1,16.667,234.0,1.27e-18,93.2,266,229.0,0.8609022556390977,nr,PSI-BLAST,phi29
298,DAL79380.1,16.357,269.0,2.45e-18,93.2,266,260.0,0.9774436090225564,nr,PSI-BLAST,phi29
299,MCI9128682.1,14.173,254.0,8.6e-18,91.2,266,249.0,0.9360902255639098,nr,PSI-BLAST,phi29
300,DAR03116.1,17.49,263.0,1.08e-17,91.2,266,254.0,0.9548872180451128,nr,PSI-BLAST,phi29
301,DAN45148.1,13.027,261.0,1.22e-17,90.5,266,252.0,0.9473684210526316,nr,PSI-BLAST,phi29
302,DAW86941.1,14.394,264.0,1.59e-17,90.9,266,255.0,0.9586466165413534,nr,PSI-BLAST,phi29
303,MBQ1551519.1,16.142,254.0,1.64e-17,90.9,266,245.0,0.9210526315789472,nr,PSI-BLAST,phi29
304,MBO5434495.1,17.982,228.0,1.96e-17,90.1,266,218.0,0.8195488721804511,nr,PSI-BLAST,phi29
305,MCI7601928.1,15.926,270.0,2.72e-17,90.5,266,261.0,0.981203007518797,nr,PSI-BLAST,phi29
306,MBQ1551422.1,15.247,223.0,4.08e-17,89.7,266,216.0,0.8120300751879699,nr,PSI-BLAST,phi29
307,DAG71047.1,14.286,210.0,1.33e-16,87.4,266,208.0,0.7819548872180451,nr,PSI-BLAST,phi29
308,DAX11125.1,16.732,257.0,2.27e-16,87.0,266,248.0,0.9323308270676692,nr,PSI-BLAST,phi29
309,MBS5285376.1,10.917,229.0,5.26e-16,85.5,266,220.0,0.8270676691729323,nr,PSI-BLAST,phi29
310,DAO07561.1,13.793,261.0,8.63e-16,85.8,266,252.0,0.9473684210526316,nr,PSI-BLAST,phi29
311,MDD7622606.1,15.472,265.0,1.1e-15,85.8,266,261.0,0.981203007518797,nr,PSI-BLAST,phi29
312,MBO5870271.1,10.286,175.0,2.18e-15,83.9,266,175.0,0.6578947368421053,nr,PSI-BLAST,phi29
313,AAA32196.1,70.192,104.0,2.69e-15,80.5,266,104.0,0.3909774436090225,nr,PSI-BLAST,phi29
314,MBO7692632.1,15.315,222.0,2.84e-15,84.7,266,220.0,0.8270676691729323,nr,PSI-BLAST,phi29
315,DAW91747.1,15.942,207.0,8.36e-15,82.8,266,200.0,0.7518796992481203,nr,PSI-BLAST,phi29
316,DAJ64125.1,16.667,234.0,8.43e-15,83.5,266,233.0,0.8759398496240601,nr,PSI-BLAST,phi29
317,WP_286146476.1,15.833,240.0,4.13e-14,81.2,266,235.0,0.8834586466165414,nr,PSI-BLAST,phi29
318,MBQ5630483.1,16.016,256.0,6.25e-14,80.8,266,251.0,0.943609022556391,nr,PSI-BLAST,phi29
319,DAM57470.1,15.909,264.0,6.9e-14,80.8,266,262.0,0.9849624060150376,nr,PSI-BLAST,phi29
320,DAL72410.1,12.302,252.0,8.41e-14,80.1,266,247.0,0.9285714285714286,nr,PSI-BLAST,phi29
321,DAM92081.1,11.45,262.0,8.67e-14,80.1,266,257.0,0.9661654135338346,nr,PSI-BLAST,phi29
322,DAI26734.1,14.53,234.0,8.93e-14,79.7,266,234.0,0.8796992481203008,nr,PSI-BLAST,phi29
323,MBR3116521.1,17.787,253.0,1.07e-13,80.5,266,244.0,0.9172932330827068,nr,PSI-BLAST,phi29
324,HAQ8707619.1,20.175,114.0,1.08e-13,77.0,266,113.0,0.424812030075188,nr,PSI-BLAST,phi29
325,YP_010756110.1,13.492,252.0,1.38e-13,79.3,266,247.0,0.9285714285714286,nr,PSI-BLAST,phi29
326,DAQ54201.1,15.419,227.0,1.42e-13,79.7,266,222.0,0.8345864661654135,nr,PSI-BLAST,phi29
327,WP_400224527.1,19.178,219.0,1.44e-13,79.7,266,214.0,0.8045112781954887,nr,PSI-BLAST,phi29
328,UVY52706.1,15.812,234.0,1.97e-13,79.7,266,233.0,0.8759398496240601,nr,PSI-BLAST,phi29
329,DAS81670.1,17.992,239.0,2.09e-13,79.3,266,233.0,0.8759398496240601,nr,PSI-BLAST,phi29
330,WAX11784.1,14.8,250.0,3.29e-13,78.5,266,245.0,0.9210526315789472,nr,PSI-BLAST,phi29
331,UWI18491.1,12.5,208.0,3.3e-13,77.8,266,200.0,0.7518796992481203,nr,PSI-BLAST,phi29
332,MBR3890514.1,16.034,237.0,3.99e-13,78.5,266,233.0,0.8759398496240601,nr,PSI-BLAST,phi29
333,DAD84233.1,12.308,260.0,4.08e-13,78.1,266,249.0,0.9360902255639098,nr,PSI-BLAST,phi29
334,MBQ1551692.1,16.518,224.0,4.83e-13,78.5,266,217.0,0.8157894736842105,nr,PSI-BLAST,phi29
335,MBR2652461.1,14.902,255.0,5.13e-13,78.1,266,247.0,0.9285714285714286,nr,PSI-BLAST,phi29
336,DAI65264.1,19.005,221.0,5.24e-13,78.1,266,216.0,0.8120300751879699,nr,PSI-BLAST,phi29
337,MBS6498078.1,10.714,252.0,8.4e-13,77.4,266,247.0,0.9285714285714286,nr,PSI-BLAST,phi29
338,DAI39303.1,11.628,258.0,1.15e-12,77.4,266,253.0,0.9511278195488722,nr,PSI-BLAST,phi29
339,YP_009910414.1,17.01,194.0,1.43e-12,75.8,266,186.0,0.6992481203007519,nr,PSI-BLAST,phi29
340,MBR2652485.1,14.222,225.0,1.58e-12,77.0,266,218.0,0.8195488721804511,nr,PSI-BLAST,phi29
341,MBR2857686.1,17.411,224.0,2.05e-12,76.6,266,219.0,0.8233082706766918,nr,PSI-BLAST,phi29
342,DAL80791.1,13.6,250.0,2.1e-12,76.2,266,245.0,0.9210526315789472,nr,PSI-BLAST,phi29
343,HWI49890.1,39.2,125.0,3.35e-12,73.1,266,125.0,0.4699248120300752,nr,PSI-BLAST,phi29
344,WP_077841610.1,13.439,253.0,3.55e-12,75.8,266,245.0,0.9210526315789472,nr,PSI-BLAST,phi29
345,MBQ1550706.1,14.474,228.0,6.12e-12,75.1,266,226.0,0.849624060150376,nr,PSI-BLAST,phi29
346,MEE3324819.1,12.889,225.0,6.77e-12,75.1,266,218.0,0.8195488721804511,nr,PSI-BLAST,phi29
347,MBS6155499.1,13.115,244.0,9.01e-12,74.7,266,235.0,0.8834586466165414,nr,PSI-BLAST,phi29
348,DAW96809.1,14.173,254.0,1.31e-11,74.3,266,248.0,0.9323308270676692,nr,PSI-BLAST,phi29
349,DAL41398.1,14.545,220.0,1.34e-11,74.7,266,200.0,0.7518796992481203,nr,PSI-BLAST,phi29
350,MBR3116424.1,14.894,235.0,1.86e-11,73.9,266,231.0,0.868421052631579,nr,PSI-BLAST,phi29
351,WP_238629291.1,60.274,73.0,2.14e-11,69.3,266,72.0,0.2706766917293233,nr,PSI-BLAST,phi29
352,DAW97183.1,11.6,250.0,2.63e-11,73.1,266,246.0,0.924812030075188,nr,PSI-BLAST,phi29
353,MBO7044288.1,16.822,214.0,3.89e-11,73.1,266,213.0,0.8007518796992481,nr,PSI-BLAST,phi29
354,DAL90500.1,11.934,243.0,4.11e-11,72.8,266,235.0,0.8834586466165414,nr,PSI-BLAST,phi29
355,DAT87872.1,17.167,233.0,4.67e-11,72.8,266,227.0,0.8533834586466166,nr,PSI-BLAST,phi29
356,DAE52150.1,11.57,242.0,6.93e-11,72.0,266,242.0,0.9097744360902256,nr,PSI-BLAST,phi29
357,DAP98441.1,14.559,261.0,1.16e-10,71.6,266,251.0,0.943609022556391,nr,PSI-BLAST,phi29
358,MBO7731337.1,15.53,264.0,1.28e-10,71.6,266,248.0,0.9323308270676692,nr,PSI-BLAST,phi29
359,MBO7697041.1,17.886,246.0,1.62e-10,71.2,266,245.0,0.9210526315789472,nr,PSI-BLAST,phi29
360,MCI7039835.1,16.444,225.0,1.95e-10,71.2,266,219.0,0.8233082706766918,nr,PSI-BLAST,phi29
361,DAG59579.1,13.386,254.0,2.1e-10,70.8,266,253.0,0.9511278195488722,nr,PSI-BLAST,phi29
362,DAW80596.1,13.386,254.0,2.46e-10,70.8,266,245.0,0.9210526315789472,nr,PSI-BLAST,phi29
363,MDY5929013.1,14.655,232.0,2.68e-10,70.8,266,229.0,0.8609022556390977,nr,PSI-BLAST,phi29
364,MBR4954405.1,13.778,225.0,3.88e-10,70.1,266,217.0,0.8157894736842105,nr,PSI-BLAST,phi29
365,MBR2384731.1,17.04,223.0,9.66e-10,69.3,266,219.0,0.8233082706766918,nr,PSI-BLAST,phi29
366,MDY5996077.1,16.335,251.0,1.12e-09,68.9,266,245.0,0.9210526315789472,nr,PSI-BLAST,phi29
367,MBO7716198.1,15.668,217.0,1.42e-09,68.9,266,215.0,0.8082706766917294,nr,PSI-BLAST,phi29
368,DAI88537.1,10.108,277.0,2.07e-09,68.5,266,251.0,0.943609022556391,nr,PSI-BLAST,phi29
369,MBR4003570.1,16.73,263.0,2.69e-09,67.7,266,247.0,0.9285714285714286,nr,PSI-BLAST,phi29
370,MBO7694214.1,17.411,224.0,7.12e-09,66.6,266,216.0,0.8120300751879699,nr,PSI-BLAST,phi29
371,HDL2032282.1,19.802,101.0,1.28e-08,63.1,266,100.0,0.3759398496240601,nr,PSI-BLAST,phi29
372,WP_211135431.1,15.51,245.0,1.29e-08,66.2,266,241.0,0.9060150375939848,nr,PSI-BLAST,phi29
373,MBO5872429.1,13.675,234.0,6.32e-08,64.3,266,228.0,0.8571428571428571,nr,PSI-BLAST,phi29
374,DAM30808.1,16.239,234.0,6.51e-08,63.9,266,231.0,0.868421052631579,nr,PSI-BLAST,phi29
375,MBQ9012853.1,15.254,236.0,7.25e-08,63.5,266,234.0,0.8796992481203008,nr,PSI-BLAST,phi29
376,DAH65886.1,14.694,245.0,7.97e-08,63.9,266,241.0,0.9060150375939848,nr,PSI-BLAST,phi29
377,MCX4254707.1,15.789,228.0,8.24e-08,63.5,266,220.0,0.8270676691729323,nr,PSI-BLAST,phi29
378,MEE1125344.1,12.245,245.0,1.15e-07,63.1,266,235.0,0.8834586466165414,nr,PSI-BLAST,phi29
379,DAP71713.1,14.667,225.0,1.24e-07,63.1,266,225.0,0.8458646616541353,nr,PSI-BLAST,phi29
380,DAF85828.1,9.362,235.0,1.5e-07,62.7,266,235.0,0.8834586466165414,nr,PSI-BLAST,phi29
381,MCM1266094.1,13.675,234.0,1.65e-07,62.7,266,224.0,0.8421052631578947,nr,PSI-BLAST,phi29
382,PWM80582.1,10.046,219.0,1.82e-07,62.0,266,218.0,0.8195488721804511,nr,PSI-BLAST,phi29
383,HCC1440778.1,22.293,157.0,2.33e-07,60.4,266,146.0,0.5488721804511278,nr,PSI-BLAST,phi29
384,MBR5795283.1,15.849,265.0,4.77e-07,62.0,266,258.0,0.9699248120300752,nr,PSI-BLAST,phi29
385,MBR2705043.1,15.88,233.0,5.73e-07,61.2,266,231.0,0.868421052631579,nr,PSI-BLAST,phi29
386,MBQ1550842.1,17.391,207.0,6.78e-07,60.0,266,206.0,0.7744360902255639,nr,PSI-BLAST,phi29
387,MBP3683382.1,10.909,165.0,9.23e-07,60.0,266,164.0,0.6165413533834586,nr,PSI-BLAST,phi29
388,DAL72431.1,13.655,249.0,1.11e-06,60.0,266,246.0,0.924812030075188,nr,PSI-BLAST,phi29
389,MBQ2408785.1,16.889,225.0,1.43e-06,60.0,266,219.0,0.8233082706766918,nr,PSI-BLAST,phi29
390,MBO7611750.1,16.129,248.0,2.21e-06,59.7,266,241.0,0.9060150375939848,nr,PSI-BLAST,phi29
391,HIS35831.1,10.236,254.0,2.26e-06,59.3,266,250.0,0.9398496240601504,nr,PSI-BLAST,phi29
392,DAF73817.1,15.625,192.0,4.7e-06,57.7,266,182.0,0.6842105263157895,nr,PSI-BLAST,phi29
393,DAL15396.1,14.881,168.0,1.01e-05,56.6,266,168.0,0.631578947368421,nr,PSI-BLAST,phi29
394,DAW65151.1,17.5,200.0,1.03e-05,57.3,266,195.0,0.7330827067669173,nr,PSI-BLAST,phi29
395,DAQ64750.1,13.147,251.0,1.77e-05,57.0,266,231.0,0.868421052631579,nr,PSI-BLAST,phi29
396,DAX41999.1,15.574,244.0,1.78e-05,56.6,266,242.0,0.9097744360902256,nr,PSI-BLAST,phi29
397,DAU46624.1,12.097,248.0,2.07e-05,56.2,266,242.0,0.9097744360902256,nr,PSI-BLAST,phi29
398,DAI06825.1,10.656,244.0,2.78e-05,56.2,266,242.0,0.9097744360902256,nr,PSI-BLAST,phi29
399,DAP83352.1,12.06,199.0,2.88e-05,55.4,266,196.0,0.7368421052631579,nr,PSI-BLAST,phi29
400,MCI7633214.1,12.319,276.0,3.04e-05,56.2,266,257.0,0.9661654135338346,nr,PSI-BLAST,phi29
401,DAL74984.1,14.706,170.0,4.77e-05,55.0,266,170.0,0.6390977443609023,nr,PSI-BLAST,phi29
402,MBO7696524.1,17.094,234.0,5.26e-05,55.8,266,216.0,0.8120300751879699,nr,PSI-BLAST,phi29
403,DAX13020.1,17.11,263.0,5.89e-05,55.4,266,249.0,0.9360902255639098,nr,PSI-BLAST,phi29
404,YP_010756039.1,17.453,212.0,6.74e-05,55.0,266,206.0,0.7744360902255639,nr,PSI-BLAST,phi29
405,DAV24441.1,10.931,247.0,6.83e-05,55.0,266,242.0,0.9097744360902256,nr,PSI-BLAST,phi29
406,YP_009910415.1,33.333,75.0,0.000105,51.6,266,74.0,0.2781954887218045,nr,PSI-BLAST,phi29
407,DAW46081.1,11.155,251.0,0.000135,53.9,266,247.0,0.9285714285714286,nr,PSI-BLAST,phi29
408,HZK22465.1,15.574,244.0,0.000137,54.3,266,237.0,0.8909774436090225,nr,PSI-BLAST,phi29
409,MBR2553453.1,12.692,260.0,0.000147,54.3,266,248.0,0.9323308270676692,nr,PSI-BLAST,phi29
410,WP_330008586.1,13.9,259.0,0.000155,54.3,266,252.0,0.9473684210526316,nr,PSI-BLAST,phi29
411,MBO7712145.1,14.286,259.0,0.000283,53.5,266,252.0,0.9473684210526316,nr,PSI-BLAST,phi29
412,MBR5434462.1,13.393,224.0,0.000539,52.3,266,219.0,0.8233082706766918,nr,PSI-BLAST,phi29
413,MBO7715537.1,9.91,222.0,0.00063,52.3,266,219.0,0.8233082706766918,nr,PSI-BLAST,phi29
414,USL89528.1,100.0,313.0,0.0,634.0,313,313.0,1.0,nr,PSI-BLAST,LY3
415,WP_102981911.1,69.156,308.0,1.46e-148,429.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
416,YP_009910463.1,63.961,308.0,3.38e-134,393.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
417,QWT50655.1,62.581,310.0,1.17e-133,392.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
418,YP_009910369.1,60.968,310.0,5.71e-132,387.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
419,YP_008060104.1,62.903,310.0,1.06e-131,387.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
420,YP_009910223.1,62.987,308.0,6.11e-131,384.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
421,YP_009279582.1,62.662,308.0,4.33e-130,382.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
422,AZV00069.1,60.573,279.0,5.97e-116,345.0,313,277.0,0.8849840255591054,nr,PSI-BLAST,LY3
423,YP_010113748.1,56.494,308.0,2.76e-113,340.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
424,YP_009910414.1,64.706,204.0,7.95e-87,269.0,313,204.0,0.6517571884984026,nr,PSI-BLAST,LY3
425,YP_009910415.1,61.798,89.0,2.0200000000000002e-29,118.0,313,89.0,0.2843450479233226,nr,PSI-BLAST,LY3
426,HSH24519.1,27.519,258.0,8.86e-19,95.1,313,256.0,0.8178913738019169,nr,PSI-BLAST,LY3
427,YP_009910150.1,46.316,95.0,5.05e-13,79.0,313,88.0,0.2811501597444089,nr,PSI-BLAST,LY3
428,NP_040718.1,25.51,294.0,4.89e-11,73.6,313,288.0,0.9201277955271564,nr,PSI-BLAST,LY3
429,UTC25166.1,25.41,244.0,4.14e-09,68.2,313,236.0,0.7539936102236422,nr,PSI-BLAST,LY3
430,AAA32196.1,46.154,78.0,4.5e-09,64.3,313,76.0,0.242811501597444,nr,PSI-BLAST,LY3
431,UOX39806.1,24.161,298.0,9.35e-09,67.0,313,290.0,0.926517571884984,nr,PSI-BLAST,LY3
432,NP_690636.1,47.436,78.0,1.15e-08,66.6,313,76.0,0.242811501597444,nr,PSI-BLAST,LY3
433,WP_238629291.1,39.683,63.0,6.7e-07,57.4,313,63.0,0.2012779552715655,nr,PSI-BLAST,LY3
434,DAF09937.1,22.814,263.0,3.04e-05,56.6,313,259.0,0.8274760383386581,nr,PSI-BLAST,LY3
435,YP_009910369.1,60.51,314.0,6.030000000000001e-109,329.0,313,312.0,0.9968051118210862,nr,PSI-BLAST,LY3
436,QWT50655.1,62.581,310.0,6.599999999999998e-106,321.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
437,USL89528.1,100.0,313.0,1.82e-105,320.0,313,313.0,1.0,nr,PSI-BLAST,LY3
438,YP_009910223.1,62.987,308.0,7.159999999999999e-104,316.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
439,YP_008060104.1,62.903,310.0,5.25e-101,309.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
440,YP_009279582.1,62.662,308.0,9.45e-101,308.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
441,YP_009910463.1,63.961,308.0,2.72e-100,307.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
442,YP_010113748.1,56.494,308.0,1.81e-98,302.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
443,WP_102981911.1,69.156,308.0,2.18e-98,302.0,313,308.0,0.9840255591054312,nr,PSI-BLAST,LY3
444,AZV00069.1,60.573,279.0,4.73e-96,295.0,313,277.0,0.8849840255591054,nr,PSI-BLAST,LY3
445,YP_009910414.1,64.706,204.0,5.57e-64,210.0,313,204.0,0.6517571884984026,nr,PSI-BLAST,LY3
446,UOX39806.1,23.469,294.0,6.75e-62,207.0,313,290.0,0.926517571884984,nr,PSI-BLAST,LY3
447,NP_040718.1,23.129,294.0,1.4600000000000004e-59,202.0,313,290.0,0.926517571884984,nr,PSI-BLAST,LY3
448,NP_690636.1,23.129,294.0,2.2300000000000003e-56,193.0,313,290.0,0.926517571884984,nr,PSI-BLAST,LY3
449,HSH24519.1,25.0,284.0,2.86e-56,193.0,313,282.0,0.9009584664536742,nr,PSI-BLAST,LY3
450,UTC25166.1,21.711,304.0,1.55e-45,165.0,313,295.0,0.9424920127795527,nr,PSI-BLAST,LY3
451,AYJ76434.1,20.0,250.0,1.15e-43,159.0,313,246.0,0.7859424920127795,nr,PSI-BLAST,LY3
452,DAF09937.1,22.814,263.0,1.7299999999999999e-34,136.0,313,259.0,0.8274760383386581,nr,PSI-BLAST,LY3
453,2EX3_B,17.647,221.0,3.53e-32,129.0,313,219.0,0.6996805111821086,nr,PSI-BLAST,LY3
454,YP_009910150.1,25.368,272.0,2.0000000000000002e-29,123.0,313,271.0,0.865814696485623,nr,PSI-BLAST,LY3
455,DAV68075.1,21.673,263.0,3.67e-27,117.0,313,259.0,0.8274760383386581,nr,PSI-BLAST,LY3
456,MCR0248994.1,21.293,263.0,4.67e-26,114.0,313,259.0,0.8274760383386581,nr,PSI-BLAST,LY3
457,YP_009910547.1,17.438,281.0,1.9999999999999998e-25,113.0,313,279.0,0.8913738019169329,nr,PSI-BLAST,LY3
458,MCU7526581.1,18.421,304.0,3.17e-24,110.0,313,288.0,0.9201277955271564,nr,PSI-BLAST,LY3
459,UXN78499.1,16.054,299.0,6.689999999999999e-23,106.0,313,297.0,0.9488817891373802,nr,PSI-BLAST,LY3
