Genome	Mean	Std	Min	Max	Median	Nr_ORF	Upstream	Downstream	Upstream-Downstream
LR796364	-11.458333333333334	12.131155367711502	-34.0	6.0	-9.5	24	18	6	12
LR797107	-13.222222222222221	15.689896096092316	-35.0	9.0	-9.0	9	6	3	3
JAGCBE010000503	-2.4285714285714284	6.020373573058707	-10.0	9.0	-3.0	7	5	2	3
LT907983	1163.645728643216	1307.2320608537593	-1086.0	3355.0	1137.0	398	93	305	-212
NC_029692	-48.62068965517241	140.05206268239445	-294.0	174.0	-57.0	29	17	12	5
CAYV010000050	-44.25	30.480526570254654	-106.0	5.0	-47.5	16	15	1	14
NZ_JACHWI010000004	-43.052083333333336	281.1029011542328	-600.0	421.0	-17.5	96	52	44	8
NZ_CP034791	1265.827397260274	788.8276859704531	-84.0	2589.0	1302.0	365	19	346	-327
WTFG01000004	68.70370370370371	53.48922689373989	-31.0	154.0	79.0	27	3	24	-21
NZ_BDJG01000022	12.84	54.54809254226952	-59.0	101.0	2.0	25	12	13	-1
CP070695	1852.4719387755101	1358.448583986533	-320.0	4118.0	1789.0	392	38	354	-316
NZ_LMFK01000012	15.39795918367347	233.97700653626586	-347.0	477.0	-18.0	98	58	40	18
NZ_JAAKGO010000015	-26.11764705882353	22.397169865701326	-55.0	13.0	-32.0	17	14	3	11
OR666137	20.675	78.5633144349193	-107.0	158.0	12.5	80	38	42	-4
NZ_CACVCH010000047	9.666666666666666	23.711225658371653	-10.0	59.0	-2.5	6	4	2	2
LR796392	-11.4	13.339415279539054	-29.0	15.0	-15.5	20	15	5	10
NC_022549	890.8257261410788	502.48501424981276	-19.0	1666.0	905.0	241	6	235	-229
JAHIYA010000339	5.0	0.0	5.0	5.0	5.0	1	0	1	-1
NZ_CP066744	-653.8347826086956	676.1961502203179	-1812.0	490.0	-672.0	345	272	73	199
JAGNRH010000091	-6.2	1.7204650534085253	-9.0	-4.0	-6.0	5	5	0	5
JABHYK010000071	-3.0	0.816496580927726	-4.0	-2.0	-3.0	3	3	0	3
NZ_AUNE01000029	33.25	17.020208576865326	18.0	60.0	27.5	4	0	4	-4
NZ_CP033433	-504.31779661016947	1416.72230806106	-2996.0	1761.0	-469.0	472	268	204	64
BK021235	3.25	5.80409338312195	-3.0	10.0	3.0	4	2	2	0
NZ_AOII01000038	-26.5	24.991665277314624	-65.0	8.0	-32.0	12	9	3	6
NZ_CADFFX010000001	218.33783783783784	165.5268637483115	-49.0	503.0	221.5	74	9	65	-56
MZ603080	2.5	4.5	-2.0	7.0	2.5	2	1	1	0
JABUFB010000008	121.61538461538461	223.41680208887894	-239.0	501.0	146.0	65	23	42	-19
MK892795	4.588235294117647	18.764982479982454	-31.0	31.0	3.0	17	7	10	-3
LR881138	-67.05172413793103	55.8184935408085	-164.0	38.0	-71.0	58	50	8	42
RGCK01000636	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
NZ_JAZGGR010000010	24.23076923076923	46.6962149338881	-76.0	88.0	29.0	39	8	31	-23
JAAZMY010000800	2.0	1.0	1.0	3.0	2.0	2	0	2	-2
NHBR02000105	16.235294117647058	30.406132144229037	-40.0	63.0	24.5	34	11	23	-12
NC_070967	-43.53191489361702	81.86050695213683	-292.0	61.0	-27.0	47	30	17	13
NZ_DAINNU010000025	-12.5	0.5	-13.0	-12.0	-12.5	2	2	0	2
KP412538	-45.666666666666664	18.00617178142601	-70.0	-27.0	-40.0	3	3	0	3
NZ_CP121644	-58.2927374301676	2538.9926382520475	-4548.0	4305.0	-26.0	895	455	440	15
NZ_LMFL01000006	-13.0	9.818350166906862	-31.0	-1.0	-11.0	5	5	0	5
NZ_JALJXG010000001	-1573.4860215053764	1412.5814942018712	-3927.0	923.0	-1503.0	465	379	86	293
QMRS01000249	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
LC629476	108.3804347826087	73.41526354614614	-25.0	223.0	110.0	92	11	81	-70
GG697240	-39.4375	96.17852459749005	-172.0	155.0	-61.5	32	23	9	14
LSSC01000050	24.571428571428573	29.407759631271002	-8.0	73.0	12.0	7	2	5	-3
BK026416	5.333333333333333	4.642796092394706	-1.0	10.0	7.0	3	1	2	-1
MU278360	-14.636363636363637	75.48060886114781	-163.0	91.0	-15.0	11	6	5	1
NZ_JBEPMH010000001	-375.91358024691357	428.65587215055984	-1073.0	309.0	-353.5	162	125	37	88
DULK01000020	15.0	0.0	15.0	15.0	15.0	1	0	1	-1
JAYZLZ010000173	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
NZ_MATO01000008	-10.75	4.205650960315181	-17.0	-6.0	-10.0	4	4	0	4
NZ_JAHSPF010000002	-32.72941176470588	120.57434984618598	-286.0	198.0	-27.0	85	58	27	31
NZER01000157	-13.4	13.169662106523463	-29.0	3.0	-17.0	5	3	2	1
JAAZNU010000037	35.857142857142854	30.93970436385016	3.0	114.0	25.5	14	0	14	-14
NZ_FORX01000009	13.545454545454545	27.01637091692112	-21.0	54.0	16.0	11	4	7	-3
MK892844	36.68	29.047161651355886	-24.0	71.0	43.0	25	5	20	-15
JAGCAQ010000015	-2.2	8.133879763065101	-13.0	12.0	-4.0	5	4	1	3
NC_000117	-273.22093023255815	247.98496771596487	-632.0	197.0	-319.5	86	68	18	50
QMNM01000081	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
DATMEN010000030	6.5	7.088723439378913	-2.0	14.0	7.0	4	1	3	-2
VBKJ01000063	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
NZ_CP009044	29.615384615384617	45.71910636036681	-37.0	90.0	51.0	13	6	7	-1
NZ_JARWOE010000746	31.5	27.02313823374332	-2.0	69.0	27.5	6	1	5	-4
ON615601	94.76190476190476	68.49973103543866	-4.0	230.0	77.0	63	1	62	-61
NC_070650	-71.84848484848484	83.95999090913416	-224.0	108.0	-65.5	66	51	15	36
DAORWC010000233	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
BK034132	-11.0	0.0	-11.0	-11.0	-11.0	1	1	0	1
JAQUYW010000003	17.333333333333332	4.642796092394706	11.0	22.0	19.0	3	0	3	-3
BK022672	5.1	26.968314741562924	-34.0	51.0	0.0	10	5	5	0
NW_020290794	13.5	30.308139720763684	-33.0	49.0	28.5	6	2	4	-2
BK053918	8.833333333333334	4.740487551109298	2.0	14.0	10.5	6	0	6	-6
KF547927	8.0	4.0	4.0	12.0	8.0	2	0	2	-2
NC_054969	-30.647058823529413	21.841517875692315	-71.0	5.0	-28.0	17	15	2	13
NZ_CAXBCU010000052	-7.0	3.7416573867739413	-12.0	-3.0	-6.0	3	3	0	3
NZ_VJZT01000006	-54.851851851851855	50.38349502212722	-143.0	11.0	-36.0	27	22	5	17
BK019891	3.0	7.0	-4.0	10.0	3.0	2	1	1	0
NC_042087	3.642857142857143	21.704532584091222	-26.0	61.0	-0.5	28	14	14	0
MN856111	-1.5	1.8027756377319946	-4.0	1.0	-1.5	4	3	1	2
JAOMZF010000002	15.161290322580646	38.56213818709842	-55.0	74.0	16.0	31	14	17	-3
NZ_VOSJ01000003	-54.0	35.890458342016196	-111.0	2.0	-55.5	16	15	1	14
KT895374	-15.507246376811594	84.98092252892313	-177.0	115.0	-7.0	69	36	33	3
NZ_CP171125	935.7113821138212	562.3009729489987	-30.0	1847.0	917.0	246	3	243	-240
JBAZDY010000148	4.0	0.0	4.0	4.0	4.0	1	0	1	-1
NZ_DDYV01000209	-12.0	4.0	-16.0	-8.0	-12.0	2	2	0	2
NC_055061	15.0	7.92148975887743	4.0	25.0	16.0	8	0	8	-8
LR796710	19.65	13.904225976299436	-6.0	44.0	21.5	20	2	18	-16
NW_003314261	105.52173913043478	407.9782463899395	-701.0	1016.0	73.0	46	18	28	-10
LC629500	-31.666666666666668	25.86610824139487	-68.0	16.0	-40.5	36	29	7	22
BK051570	-5.166666666666667	7.009913614937697	-14.0	4.0	-5.5	6	4	2	2
MT949699	-13.41891891891892	72.12620447385429	-160.0	102.0	1.0	74	37	37	0
NZ_LT629740	-657.6613226452906	1431.9375971358656	-3218.0	1653.0	-648.0	499	305	194	111
FNFC01000017	-37.44444444444444	14.818240344709631	-56.0	-11.0	-42.0	9	9	0	9
NZ_FQYI01000004	97.5	41.174931693932415	-2.0	149.0	102.5	16	1	15	-14
MW824370	30.823529411764707	71.83879171719406	-67.0	141.0	1.0	51	25	26	-1
NZ_BMVT01000042	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
NC_017770	-1952.6048192771084	1306.455601623308	-4216.0	156.0	-1964.0	415	392	23	369
BK024652	-8.0	2.5495097567963922	-11.0	-5.0	-8.0	4	4	0	4
NZ_RJJX01000015	28.6	14.1718029904455	10.0	57.0	28.5	10	0	10	-10
DUAO01000117	-2.6666666666666665	2.6246692913372702	-5.0	1.0	-4.0	3	2	1	1
NW_025764309	42.7	147.06158573876456	-333.0	229.0	104.0	20	6	14	-8
VMGV01000020	-10.0	8.04155872120988	-21.0	-2.0	-7.0	3	3	0	3
NZ_CP020477	1338.6741935483872	757.1631649560649	17.0	2667.0	1367.0	310	0	310	-310
NZ_FQZU01000072	6.0	0.0	6.0	6.0	6.0	1	0	1	-1
OP073754	-7.428571428571429	5.314592925068078	-14.0	1.0	-7.0	7	6	1	5
DTXD01000185	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
QMMK01000003	-0.375	8.75981592272349	-10.0	15.0	-3.5	8	5	3	2
DMHR01001325	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
JAGBXP010000034	-4.666666666666667	2.0548046676563256	-7.0	-2.0	-5.0	3	3	0	3
NZ_SJOI01000001	-2255.189415041783	1578.0749256881722	-5127.0	360.0	-2386.5	718	669	49	620
BK043661	10.0	4.636809247747852	4.0	15.0	10.5	4	0	4	-4
NC_029070	-5.636363636363637	8.782966234010502	-25.0	7.0	-4.5	22	15	7	8
NZ_JAQOUA010000005	-7.2727272727272725	168.14706274789282	-262.0	282.0	-21.0	55	29	26	3
JAVEZW010000012	-2.3846153846153846	14.2318086938458	-23.0	20.0	1.0	13	6	7	-1
RHCS01000507	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
BK059098	6.3076923076923075	14.182245755681862	-13.0	28.0	9.0	13	5	8	-3
LJCX01000030	198.04545454545453	261.9609577559789	-146.0	646.0	123.0	88	35	53	-18
VXIU01000081	-15.0	0.0	-15.0	-15.0	-15.0	1	1	0	1
NZ_CP043865	-1203.443974630021	738.4633361715493	-2478.0	73.0	-1208.0	473	455	18	437
DUQM01000036	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
NZ_QAJI01000003	-165.13636363636363	188.3025359397008	-480.0	149.0	-190.0	66	49	17	32
NZ_JAYCLI010000120	4.2	12.183048332279844	-13.0	28.0	3.0	15	6	9	-3
NC_073210	8.25	11.391700195025031	-13.0	29.0	7.5	24	6	18	-12
NZ_FOQD01000004	-83.03225806451613	78.61317457959441	-231.0	55.0	-79.0	31	26	5	21
BK043257	4.785714285714286	18.792774338743566	-28.0	26.0	9.5	14	5	9	-4
CM009911	-95.4	321.4311331114852	-499.0	546.0	-198.0	15	10	5	5
JAGCBE010000172	2.6666666666666665	4.384315479321968	-3.0	10.0	3.0	6	2	4	-2
LR796738	-32.95238095238095	24.03068710841399	-72.0	3.0	-38.0	21	19	2	17
NZ_JBHTFF010000005	-170.73214285714286	134.40935488693654	-383.0	86.0	-161.5	56	48	8	40
RGWU01000236	-3.3333333333333335	3.091206165165235	-6.0	1.0	-5.0	3	2	1	1
NZ_CALBFO010000045	0.3333333333333333	1.699673171197595	-2.0	2.0	1.0	3	1	2	-1
NZ_CAWNTA010000115	0.25	22.758240265890507	-28.0	29.0	-0.5	8	4	4	0
NC_047900	73.5	56.927878349129905	-40.0	173.0	72.5	60	6	54	-48
NZ_FNCP01000013	-48.6	23.776178554735555	-87.0	11.0	-52.0	15	14	1	13
NZ_AYYH01000084	-3.4285714285714284	3.7361990944634345	-8.0	2.0	-5.0	7	5	2	3
JABSRW010000642	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
BK015217	-9.411764705882353	36.486998205693546	-67.0	49.0	-18.0	17	12	5	7
MK373771	-15.863636363636363	11.686415791404427	-45.0	-1.0	-13.5	22	22	0	22
BK016136	-72.32432432432432	51.944905352796916	-187.0	17.0	-65.0	37	33	4	29
BK016274	5.333333333333333	6.1553951042064625	-2.0	14.0	4.5	6	2	4	-2
NZ_JBEXCS010000046	0.8	15.36315939729412	-41.0	24.0	3.0	15	6	9	-3
VBIW01000167	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
DMQE01000009	-4.0	0.0	-4.0	-4.0	-4.0	1	1	0	1
NZIR01000025	-6.375	7.431983248097374	-15.0	9.0	-8.5	8	6	2	4
LR796696	-46.36666666666667	41.50139221225663	-131.0	23.0	-42.0	30	26	4	22
JX997176	23.48780487804878	94.47263688270633	-135.0	178.0	23.0	41	16	25	-9
AP019525	-130.22916666666666	83.41618537573441	-289.0	7.0	-112.0	48	46	2	44
NBLG01000001	-34.23076923076923	21.761482720106983	-62.0	7.0	-37.0	13	11	2	9
JAZGEW010000111	26.3	19.10523488471157	-3.0	52.0	27.5	10	2	8	-6
NC_034383	227.97368421052633	131.95204209386978	17.0	447.0	210.0	38	0	38	-38
NZ_LT605205	-32.096866096866094	958.1134340151593	-1671.0	1643.0	-15.0	351	165	186	-21
NC_075036	381.69620253164555	317.4209501684355	-188.0	999.0	347.0	79	9	70	-61
NZ_CP048795	82.68979591836735	618.2439463859032	-845.0	1161.0	27.0	245	118	127	-9
VGOG01000049	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1
PAAR01000007	13.375	17.75484088917724	-21.0	40.0	11.0	8	1	7	-6
NZ_CP073089	-315.8253968253968	975.6714048021763	-1960.0	1409.0	-323.0	315	192	123	69
BK018185	10.333333333333334	6.624868971450597	-2.0	19.0	11.5	6	1	5	-4
NC_027204	65.05263157894737	112.14181514315302	-116.0	260.0	56.0	76	28	48	-20
JAMWCT010000154	-2.5	0.5	-3.0	-2.0	-2.5	2	2	0	2
JAAXKO010000157	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1
NC_047858	-15.772727272727273	13.571131855328455	-45.0	1.0	-11.5	22	21	1	20
NC_049502	84.35087719298245	53.86190634735168	-5.0	185.0	87.0	57	1	56	-55
NC_041887	9.106382978723405	52.975800996044185	-66.0	131.0	1.0	47	23	24	-1
NC_020813	-620.953667953668	750.6130041660787	-1969.0	615.0	-539.0	259	193	66	127
MK892565	5.8	29.224495053141826	-80.0	68.0	5.0	45	18	27	-9
PP212902	6.75	4.602988159880492	-1.0	11.0	8.5	4	1	3	-2
OR050627	-5.40625	64.03898196362509	-124.0	110.0	-10.5	32	18	14	4
PGYA01000059	-4.333333333333333	10.274023338281626	-16.0	9.0	-6.0	3	2	1	1
JAGCAI010000051	8.0	4.96655480858378	4.0	15.0	5.0	3	0	3	-3
NC_031927	149.62025316455697	77.99777728048025	2.0	263.0	164.0	79	0	79	-79
NZ_NKDB02000002	120.496	362.96498175994884	-501.0	792.0	43.0	125	47	78	-31
BK036097	81.22641509433963	58.08602647844068	-17.0	186.0	84.0	53	5	48	-43
LR798289	-0.7333333333333333	28.44987795326292	-32.0	46.0	-8.0	15	9	6	3
NZZP01000035	4.5	3.5	1.0	8.0	4.5	2	0	2	-2
CCMO02000001	237.95068027210885	1478.474147691022	-2333.0	2803.0	230.0	588	261	327	-66
NZ_LYXZ01000053	14.454545454545455	32.494373320940674	-51.0	63.0	19.0	33	9	24	-15
NZ_MBSO01000022	-37.72727272727273	26.157185381983247	-71.0	3.0	-36.0	11	9	2	7
NC_051580	-8.75	27.10142985157794	-48.0	45.0	-14.0	20	14	6	8
JAOGBL010000005	12.125	9.006074339022524	-1.0	25.0	10.5	8	1	7	-6
LC629456	100.39655172413794	87.59860250325451	-78.0	236.0	100.5	116	18	98	-80
MN585972	-42.266666666666666	33.36358627139607	-92.0	5.0	-33.0	30	27	3	24
NC_055706	-20.25	11.4755174175285	-31.0	-2.0	-24.0	4	4	0	4
QNEC01000088	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
NC_024451	5.388888888888889	39.759190256801546	-78.0	98.0	2.5	18	8	10	-2
NZ_MAMP01000012	209.44155844155844	135.63870013456574	-26.0	393.0	220.0	77	7	70	-63
NZAB01000076	-1.8	3.867815921162743	-8.0	3.0	-1.0	5	3	2	1
NZQM01000170	-1.25	2.165063509461097	-4.0	2.0	-1.5	4	3	1	2
NZ_CP036433	3079.042643923241	2019.9132468583764	-397.0	6595.0	3118.0	469	34	435	-401
NZGX01000028	-9.0	0.0	-9.0	-9.0	-9.0	1	1	0	1
NZ_BALE01000033	16.0	5.0990195135927845	8.0	22.0	17.0	4	0	4	-4
JABWBX010000001	-38.388888888888886	22.73797335073567	-66.0	1.0	-44.5	18	17	1	16
JAYNLF010000336	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1
LR798344	-20.82608695652174	13.892920229893273	-47.0	2.0	-24.0	23	21	2	19
LR796860	-57.208333333333336	64.01604345353158	-174.0	59.0	-52.5	72	58	14	44
MG198570	104.20270270270271	62.33800188634445	-4.0	228.0	96.5	74	4	70	-66
PP179332	-28.20408163265306	86.16310579167168	-161.0	92.0	1.0	49	24	25	-1
NZ_CP019964	367.4375	277.66961079746676	-109.0	844.0	333.5	96	10	86	-76
NZ_MORL01000008	-118.25	73.45125934931272	-212.0	1.0	-135.5	20	19	1	18
LR797105	23.0	15.435888917281916	-3.0	42.0	26.0	15	2	13	-11
RGCK01000002	4.0	9.40744386111339	-14.0	20.0	5.0	12	5	7	-2
PGYU01000010	6.285714285714286	15.3410214384672	-17.0	24.0	9.0	7	2	5	-3
BK046423	-0.25	4.815340071064556	-7.0	6.0	0.0	4	2	2	0
MK500609	-16.0	3.0	-19.0	-13.0	-16.0	2	2	0	2
LR796608	4.588235294117647	12.700434561946444	-21.0	22.0	6.0	17	6	11	-5
BGZN01000059	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
NC_031008	7.285714285714286	4.831867007225075	-3.0	14.0	8.0	7	1	6	-5
NC_042355	1.2857142857142858	15.559847156621268	-17.0	32.0	-5.0	21	12	9	3
NC_049820	4.7727272727272725	20.433777335538018	-21.0	52.0	-3.5	22	12	10	2
JABWBX010000163	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
NZ_VTZS01000003	-317.55384615384617	196.20044936584867	-634.0	17.0	-344.0	65	63	2	61
LR796449	4.571428571428571	15.476776545679593	-19.0	26.0	6.0	14	5	9	-4
JAGCBE010000540	0.5	5.894913061275798	-9.0	11.0	0.0	8	4	4	0
NZ_JABBWV010000004	-204.53191489361703	161.53016332032425	-439.0	44.0	-216.0	47	41	6	35
JACDGX010000033	-5.5	2.5	-8.0	-3.0	-5.5	2	2	0	2
NZTQ01000021	3.75	6.456585785072479	-6.0	12.0	5.5	8	3	5	-2
BK054684	-11.428571428571429	14.351278119856412	-35.0	4.0	-9.0	7	5	2	3
NZ_CASZTE010000062	-10.0	6.708203932499369	-17.0	1.0	-12.0	4	3	1	2
NZ_JABFCX010000002	-455.31875	494.71425302737896	-1275.0	337.0	-465.0	160	121	39	82
NZRF01000219	-3.6875	10.522112133502475	-25.0	11.0	-4.5	16	9	7	2
BK015931	-3.6666666666666665	3.681787005729087	-8.0	1.0	-4.0	3	2	1	1
NZ_JALCZH010000001	1179.718085106383	1049.41740691121	-681.0	2935.0	1276.5	376	74	302	-228
JAAZKP010000054	3.0	0.0	3.0	3.0	3.0	1	0	1	-1
KU686197	112.53012048192771	67.53389819941968	2.0	233.0	118.0	83	0	83	-83
MN582104	-2.6923076923076925	17.255476791150713	-23.0	20.0	-8.0	13	7	6	1
PAYU01000046	-84.5625	64.93623675383414	-203.0	5.0	-75.0	64	61	3	58
JAFUBL010000115	-0.16666666666666666	5.7566386797235145	-6.0	10.0	-2.5	6	4	2	2
VAFL01000015	-52.111111111111114	26.959961167865938	-88.0	-2.0	-55.0	27	27	0	27
NZ_SBLB01000003	-45.54237288135593	172.0399364390799	-337.0	273.0	-60.0	59	33	26	7
NZ_PZJX01000066	7.0	1.0	6.0	8.0	7.0	2	0	2	-2
MZ333131	26.55	22.13023949260378	-2.0	66.0	17.5	20	1	19	-18
NZER01000267	21.444444444444443	12.610499250942633	-2.0	39.0	21.5	18	1	17	-16
JANWYV010000002	24.0	4.0	20.0	28.0	24.0	2	0	2	-2
RGCF01000015	-15.416666666666666	15.670877093796914	-41.0	4.0	-8.5	12	11	1	10
JAHIYA010000508	-31.51851851851852	24.301151276447133	-76.0	2.0	-28.0	27	26	1	25
NZ_FNKQ01000006	-64.42857142857143	42.9180519557152	-127.0	18.0	-76.0	14	12	2	10
BK048658	38.25	7.189401922274203	29.0	49.0	37.5	4	0	4	-4
JACNHO010000029	8.923076923076923	9.699020874148058	-8.0	25.0	7.0	13	3	10	-7
QMYQ01000066	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1
NZ_PIQW01000001	41.25	52.13923666491484	-38.0	182.0	34.5	32	6	26	-20
NZ_JABEQN010000004	-52.61538461538461	62.45680163926037	-172.0	44.0	-37.5	26	19	7	12
OP075159	2.0	4.847679857416329	-3.0	9.0	1.0	4	2	2	0
NZ_JBIAJN010000016	-8.444444444444445	41.24123550735162	-82.0	76.0	5.0	27	10	17	-7
LR797252	-192.0	186.63688358893447	-564.0	66.0	-132.0	95	84	11	73
NC_075453	16.0	0.0	16.0	16.0	16.0	1	0	1	-1
NC_000922	-228.01162790697674	273.21898935443994	-686.0	322.0	-233.5	86	65	21	44
NZ_CP026498	-3341.4077253218884	2114.5119854860964	-7202.0	339.0	-3379.0	699	665	34	631
DASRDU010000123	27.75	21.05201890555868	-3.0	54.0	30.0	4	1	3	-2
NZ_JOPB01000010	-4.5	13.400870618483463	-20.0	23.0	-7.5	6	5	1	4
BK057953	-7.0	5.338539126015656	-14.0	1.0	-7.5	4	3	1	2
NVTL01000047	7.333333333333333	8.73053390247253	-5.0	14.0	13.0	3	1	2	-1
LR796418	-36.13513513513514	61.069814794510336	-155.0	71.0	-37.0	37	25	12	13
MW366784	-11.263157894736842	12.543994601163403	-47.0	5.0	-8.0	19	16	3	13
LR796508	-7.809523809523809	16.890738650343124	-38.0	18.0	-7.0	21	12	9	3
BK027565	5.5	3.8622100754188224	1.0	12.0	5.0	6	0	6	-6
NC_049383	14.923076923076923	78.27577305234871	-138.0	119.0	30.0	39	15	24	-9
WOUY01000005	7.25	11.871710070583767	-12.0	22.0	11.0	8	2	6	-4
NZ_VDCQ01000032	14.4	17.281203661782357	-17.0	36.0	17.0	5	1	4	-3
NC_016026	1064.0756302521008	683.1826429966072	-85.0	2173.0	1092.5	238	12	226	-214
DSAK01000073	-7.0	3.0	-10.0	-4.0	-7.0	2	2	0	2
MK820013	13.555555555555555	10.985961861607356	-2.0	39.0	10.5	18	1	17	-16
JAGCOX010000063	-15.375	11.575161985907584	-30.0	3.0	-15.0	8	7	1	6
NZ_NPKF01000001	-3306.9700130378096	2126.6456845038633	-7014.0	578.0	-3240.0	767	729	38	691
NZ_JAHNZO010000006	-59.285714285714285	95.34199986771576	-253.0	88.0	-48.0	56	36	20	16
NC_007091	768.0677966101695	527.1573226857869	-120.0	1798.0	768.0	59	3	56	-53
NZ_BAZW01000027	18.75	13.681648292512127	-1.0	32.0	22.0	4	1	3	-2
NZ_RQGC01000009	-16.066666666666666	17.175434654050406	-49.0	6.0	-9.0	15	12	3	9
LR796499	-0.25	16.774608788284752	-32.0	31.0	-2.5	20	11	9	2
NC_048023	-14.368421052631579	15.013013745329467	-45.0	4.0	-9.0	19	16	3	13
JAYNMV010000157	0.0	2.0	-2.0	2.0	0.0	2	1	1	0
JABFRG010000396	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
JAYNJB010000053	-3.0	3.559026084010437	-6.0	2.0	-5.0	3	2	1	1
NC_005360	-4.666666666666667	10.44137070610091	-19.0	12.0	-8.0	15	10	5	5
NHJZ01000021	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1
BK045733	-11.0	5.887840577551898	-19.0	-5.0	-9.0	3	3	0	3
JADLHF010000091	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
BK032006	-8.25	2.5860201081971503	-12.0	-5.0	-8.0	4	4	0	4
NC_019452	-65.46774193548387	55.11767989344824	-166.0	29.0	-59.5	62	55	7	48
NZ_CP012328	-23.5	348.24677624377097	-534.0	542.0	-24.0	134	71	63	8
CP036201	-398.3422619047619	1009.2584967261516	-2073.0	1360.0	-386.0	336	210	126	84
ON642334	7.0	0.0	7.0	7.0	7.0	1	0	1	-1
NZ_CP017141	1299.016	1577.8446386586988	-1361.0	4016.0	1295.0	500	131	369	-238
JBEVXW010000014	-28.0	0.0	-28.0	-28.0	-28.0	1	1	0	1
NZ_JAERME010000001	-244.33070866141733	305.1871003537542	-793.0	226.0	-213.0	127	91	36	55
NC_003075	-220.09947643979058	2121.257731119014	-4141.0	3236.0	-25.0	191	103	88	15
NC_021337	6.769230769230769	6.761359059490994	-4.0	22.0	6.0	13	2	11	-9
DRJY01000026	4.0	0.0	4.0	4.0	4.0	1	0	1	-1
PAAX01000005	-40.888888888888886	27.786665244899375	-88.0	-4.0	-39.0	9	9	0	9
SVSY01000040	-10.0	0.0	-10.0	-10.0	-10.0	1	1	0	1
JBAZJG010000015	8.523809523809524	19.239391752634432	-23.0	36.0	8.0	21	7	14	-7
NZ_QMFB01000026	19.6	31.601265797432863	-38.0	47.0	35.0	5	1	4	-3
DUOZ01000080	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
SDZD01000040	-28.25	4.437059837324712	-34.0	-23.0	-28.0	4	4	0	4
JANWYH010000002	60.829787234042556	103.52249609542397	-124.0	232.0	53.0	47	15	32	-17
RFVT01000113	-1.3333333333333333	2.0548046676563256	-4.0	1.0	-1.0	3	2	1	1
RPPI01000046	7.285714285714286	7.065293153644707	-3.0	16.0	9.0	7	2	5	-3
PAUJ01000027	7.625	16.046319671501003	-11.0	32.0	3.0	8	4	4	0
MN855698	16.307692307692307	10.39515135039568	1.0	36.0	17.0	13	0	13	-13
BK021179	2.2857142857142856	5.649634266652911	-7.0	10.0	3.0	7	3	4	-1
NZ_JABBPC010000034	-3.125	18.10688750172155	-31.0	22.0	-1.5	8	4	4	0
OL656105	17.166666666666668	6.693695209341067	6.0	25.0	18.0	6	0	6	-6
MK892704	14.533333333333333	40.483522025085165	-39.0	71.0	-4.0	15	8	7	1
BK054917	-7.5	3.840572873934304	-13.0	-3.0	-7.0	4	4	0	4
NC_015717	1089.4223744292237	1257.6018989377017	-1116.0	3330.0	1026.5	438	105	333	-228
JACRPT010000004	-21.5	6.576473218982953	-29.0	-14.0	-21.5	4	4	0	4
CP003096	658.8853211009174	541.0556116723535	-310.0	1538.0	686.5	218	33	185	-152
KT997852	-22.75	9.48353836919533	-34.0	-4.0	-25.5	8	8	0	8
JAFWCC010000082	0.125	4.833153732295301	-8.0	7.0	0.0	8	4	4	0
LR798214	10.357142857142858	10.687824466968696	-5.0	30.0	10.5	14	4	10	-6
QHTA01000108	0.0	2.0	-2.0	2.0	0.0	2	1	1	0
NC_009760	27.803571428571427	59.41843738714956	-88.0	151.0	37.0	56	17	39	-22
NZAU01000175	-4.714285714285714	5.118992247762548	-10.0	4.0	-7.0	7	5	2	3
NZ_VDDA01000002	58.922222222222224	168.78594121139736	-170.0	459.0	5.0	90	44	46	-2
NZ_BRRI01000008	-27.044444444444444	37.737664978436214	-113.0	50.0	-27.0	45	34	11	23
MT657339	15.444444444444445	41.585550671974495	-38.0	105.0	-2.0	54	28	26	2
NZ_NZML01000052	1.75	3.960744879438715	-3.0	7.0	1.5	4	2	2	0
